,project_id,project_description,public_interest
1006,2363,"Jedná se o úpravu profilu a povrchu cesty od čističky pod Bohunickou nemocnicí v ul.Vinohrady k lanovému centru. Je to prakticky jediná spojnice mezi Bohunicemi a cyklostezkou podél Svratky, a je hojně využívána jak cyklisty tak i chodci.

 
					Projekt by měl vylepšit stávající cestu, upravit její spád a povrch tak, aby se na něm nedržela voda a bláto, a cesta tak byla pohodlně schůdná jak pro pěší, například maminky s kočárkem, tak i pro cyklisty. Přikladem jak by mohla cesta po úpravě vypadat by mohl být chodníček lesoparkem v Žabovřeskách spojující křižovatku ulic Zeleného a Marie Steyskalové s ulicí Sirotkovou - viz obrázek ve fotogalerii.","Úprava cesty by posloužila všem pěším a cyklistům, kteři se potřebují dostat ve směru z Bohunic na cyklostezku podél Svratky, stejně jako těm, kteří zase od Svratky míří do nemocnice, univ. kampusu, případně dál do Bohunic a St.Lískovce. Již v současné době je cesta hojně využívána, její vylepšení by počet uživatelů ještě zvýšilo a propojilo stávající cyklostezky. Projekt by tak mohl přispět k rozvoji jak cyklistické dopravy, tak i všem ostatním, kteří dávají přednost pohybu před automobily."
1007,2370,"Projekt má za cíl vybudování jedinečného venkovního gymu: workoutového hřiště, činkárny a zóny pro bojové sporty v magickém místě Kraví hory.

 
					Chceme vybudovat místo, které se bude diametrálně lišit od klasických workoutových hřišť a bude vytvářeno sportovci pro sportovce. Využití se bude dělit na dvě části.

První bude otevřené workoutové hřiště navíc s možností pověšení boxovacích pytlů či prostoru na cross trénink. Venkovní část bude mít navíc vybavení, které známe z činkáren tzn. klec na dřepy, polohovací lavičku, bench atd.

Druhá část bude to co hřiště odliší od ostatních workoutových hřišť: lodní kontejner, který bude sloužit jako skladiště činek a veškerého vybavení pro trénink. Přístup do této části bude ideálně přes čipové hodinky aby byla zajištěna identifikace a neztrácelo se vybavení.","Projekt je určen všem, kteří vyznávají zdravý životní styl. O prospěšnosti sportu se zde asi nemusím rozepisovat."
1008,2376,"Vybudování nového bikeparku v brněnských Černovicích pro děti i dospělé.

 
					Cyklistika je ve všech směrech aktuálním trendem. Nevyužívaná betonová plocha v prostoru lesoparku v Černovicích při ulici Charbulova rozkládající se především na p.č. 1691/54, 1691/55, 1691/96 by byla vhodná pro vybudování pump tracku, skoků či jiných atrakcí. Vzhledem k poloze místa v lesoparku, blízkému občerstvení a kolem vedoucí cyklostezky kolem Svitavy se místo jeví jako ideální. Vzorem by mohl být bikepark v Olomouci vybudovaný na podobně velké ploše. I přes svou nevelikost je velmi oblíben a hojně využíván dětmi i zkušenějšími jezdci. V navrhovaném prostoru lesoparku nebudou účastníci navíc nikoho rušit hlukem nebo svým bytím. Lokalita je mimo zástavbu. Projekt by navázal na rozvoj lokace a vhodně by doplnil a rozšířil možnosti nedávno vybudovaného skateparku. Nabídl by alternativu mladším dětem, pro které je skatepark nevhodný.",Vybudováním bikeparku podpoříme rozvoj dětí i dospělých ve sportu. Budou se moci zlepšovat a trénovat agility na kole. Úprava chátrající plochy lesopark zkultivuje.
1009,2382,"Hlavní náplni projektu je zhotovit vydlážděný chodník.

 
					Na začátku budoucího chodníku tj z Purkyňové ulice má terén cca 10 m dlouhý sklon, 30% svahovitý profil což znamená,
že tento úsek bude vyžadovat několik schodků včetně sjezdu pro kočárek., pak následuje rovina terénu. 
Je to nejfrekventovanější cesta do sídliště a když i mírně zaprší je nepoužitelná !!!
To je hlavní důvod proč cestu navrhuji .","Veřejný prospěch spočívá v tom, že vyřeší problém chůze lidem, kteří ho používají za každého počasí ."
1010,2383,"Vytvořme nový park s pumptrackem, kde si děti, mládež i dospělí mohou užít nejen odpočinek, ale i pohyb na svých kolech, koloběžkách či odrážedlech. Pumptrack je velmi oblíbeným sportovištěm, vhodným od nejmladších začátečníků až po zkušené jezdce. Bavte se a zdokonalujte své pohybové dovednosti.

 
					V rámci projektu by se provedly parkové úpravy, doplnil mobiliář a případně herní/cvičící prvky a zrealizoval pumptrack.

Co je pumptrack?

Pumptrack je dráha vhodná pro jízdu na kole, koloběžce či odrážedle pro zájemce všech věkových kategorií. Je plná vln a klopených zatáček. Ti nejmenší si osvojí rovnováhu a koordinaci pohybů, zkušenější jezdci zde mohou zdokonalovat své dovednosti a posilovat fyzickou kondici.
Dráha vytváří plynulý tok pohybu bez potřeby šlapání, používá se zde spíše technika práce s těžištěm těla, tzv. „pumpování“. Pumptrack je ideální pro rozvoj dovedností, agilitu a koordinaci.

Přínos?

Zvedněme děti, mladistvé, ale i sebe od obrazovek a sportujme. Pumptrack poskytne zábavu a zážitek pro každého, bez ohledu na úroveň dovedností. Je to místo, kde se lidé budou setkávat, zdokonalovat, soutěžit a společně se bavit.

Kde přesně?

V Žabinách i přilehlých čtvrtích není žádný pumptrack a je velmi obtížné najít dostatečně velké místo, aby bylo volné a vyhovovalo všem potřebám a omezením. Z dostupných možností se nejlépe jeví zanedbaný palouček u ulice Bráfova, kudy směřuje spousta žabiňáků na páteřní cyklostezku podél Svratky.

Je velmi důležité, aby byly na paloučku zachovány stávající stromy, které tvoří přilehlým domům vizuální i akustickou clonu od hlučné Žabovřeské. Tyto stromy by z jedné strany vytvořily i bezpečnou bariéru pro děti, jako ochranu od provozu na ulici Bráfova. Z další strany je vysoký násyp pro tramvajový most a z poslední zřídka využívaná cesta ke garážím podél Žabovřeské. 

Věřím, že pumptrack půjde pěkně a bezpečně zakomponovat mezi stromy na paloučku, které tak budou tvořit sportujícím bezpečnou bariéru a příjemný stín v letních měsících.

Vytvoření komunity.

Udělejme pro naše děti maximum, podpořme jejich začátky a vytvořme jim návyk se zvednout a jít si zajezdit. Součástí navrhovaného záměru je i plán pořádat v prvním roce 1x týdně volně přístupné lekce, které pomohou ve zdokonalování dovedností zájemců a vytvoří příležitost, kdy se budou děti potkávat, seznamovat se a díky tomu navazovat přátelské vztahy.","Zvedněme děti, mladistvé, ale i sebe od obrazovek a sportujme. Pumptrack poskytne netradiční zábavu a zážitek pro každého, bez ohledu na úroveň dovedností. Je to místo, kde se lidé mohou setkávat, zdokonalovat, soutěžit a společně se bavit. Součástí navrhovaného záměru je plán jednou týdně pořádat pro zájemce otevřené lekce „pumpování“ pod vedením zkušených lektorů. Nabídněme všem atraktivní formu hřiště a přispějme tak k fyzickému rozvoji a navazování přátelských vztahů. Zároveň bude nový park sloužit k odpočinku a relaxaci."
1011,2385,"Podívejte se na Brno a na to jaké bylo.

 
					Jedná se o aplikaci, která ukáže lidem jak Brno vypadalo v minulosti. Uživatel bude muset být aktivní a chodit po zvolených místech po Brně a objevovat místa, která již neexistují.

Jak bude aplikace fungovat? 
Zobrazení historických budov a informací k nim připojeným bude v aplikaci fungovat pouze tehdy, když budou uživatelé aktivně procházet městem. Uživatel se bude muset dostat do okruhu 20 metrů od vybraného místa a teprve poté uvidí předchozí a již neexistující budovu. Uživatel si může informace přečíst a nebo poslechnout. Ke každé lokaci plánujeme přidat dobové fotografie, videa, životní příběhy a jiné informace, které každé místo znovu oživí.

Brno má tak strašně bohatou historii, kterou díky této úžasné aplikaci znovu objevíte a dozvíte se o svém oblíbeném městě věci, které jsou již zapomenuty a nebo navždy uzavřeny v archívech.","Projekt pomůže studentům, turistům a nadšencům objevovat Brno, jaké bylo a už není."
1012,2387,"Přejeme si obnovit a zpřístupnit historickou hasičku v centru Bosonoh. Klubovna bude sloužit jak místnímu sboru dobrovolných hasičů, tak všem zdejším spolkům a kroužkům napříč věkem a zájmy. Občané se tu mohou setkávat, vzdělávat, tvořit i trénovat.

 
					Záměrem projektu je vrátit zašlou slávu bosonožské hasičské zbrojnici, která letos slaví 115 let od svého vybudování v roce 1909. Má za sebou pohnutou historii, kdy v průběhu let po zániku místního sboru budova sloužila jako prodejna, sklad a v poslední době jako zázemí místní městské údržby. Všechny tyto aktivity nevratně poničily venkovní vzhled hasičky ve středu krásného náměstí Bosonoh i vnitřní prostory, které byly postupně znehodnoceny. 
V roce 2009 došlo k znovu založení hasičského sboru, který funguje dodnes, bohužel zcela bez potřebného zázemí. Náš sbor dobrovolných hasičů je jedním z mála sborů, který nemá prostory pro své vybavení, ale především tolik vytoužené zázemí pro své mladé členy, abychom je mohli dále vzdělávat v oblasti požární ochrany, posilovat jejich fyzickou zdatnost a kdo ví, možná z nich vychovat i budoucí profesionální hasiče. 
Po mnoha letech máme podporu místní radnice a naše přání je jediné. Chceme prostory garáže opět zaplnit hasičskou technikou a budovu hasičky zpřístupnit nejen nám hasičům, ale také široké veřejnosti, která bude moci Klubovnu HASIČKA využívat spolu s námi. 
Disponujeme prvními architektonickými návrhy a vizualizacemi, jak by mohla Klubovna HASIČKA vypadat. Poskytne dostatečné prostory pro více než 20 osob, zázemí kuchyňky i sociálního zařízení. Zvenku nová podoba hasičky důstojně doplní aktuálně rekonstruované Bosonožské náměstí a stane se tak další občanskou dominantou naší městské části. Interiér budovy chceme v rámci projektu vybavit potřebným vybavením, nábytkem, audiovizuální technikou a zútulnit ho pro všechny příchozí. Hasička bude bezbariérová, aby mohli přijít pohodlně opravdu všichni.
Pomozte nám prosím vrátit hasičku hasičům v podobě klubovny a velké garáže pro veškeré naše vybavení. Nenahraditelné místo v srdci Bosonoh by tak znovu mohlo sloužit účelu, pro který ji naši předkové před více jak stoletím vystavěli. Za podporu předem děkujeme!","Za největší veřejný přínos projektu považujeme vytvoření zázemí pro mladé hasiče a podporu hasičského sportu jako takového. Dlouhodobě se věnujeme práci s mladými hasiči a dětmi, která je pro nás klíčová a dává nám smysl. Klubovna HASIČKA může jako víceúčelový prostor otevřít své dveře také klubu seniorů nebo klubu rodičů s dětmi. Dále může hasička sloužit dětem ze základní školy, která je vzdálena jen pár desítek metrů, a jejich kroužkům, večer vzdělávacím nebo tvořivým kurzům pro dospělé."
1013,2391,"Podpořme vznik pumptracku s prvky skateparku, kde se vyřádí děti a mládež. Součástí projektu je i venkovní boulderová stěna. Pomozte nám tímto projektem zvednou děti od počítačů a mobilů.

 
					V Brně-Ivanovicích se v současné době prakticky nenachází žádné sportoviště, kde by mohly starší děti trávit volný čas. Tuto možnost mají jen na hřišti pro míčové sporty. Hodně z nich jezdí po ulicích na kole a riskuje tak střet s motorovým vozidlem. Zároveň zde existuje obtížně udržovatelný městský pozemek, který by se dal využít ke zbudování pumptracku, doplněného několika nehlučnými překážkami pro skateboardisty. V parku by se také nacházela venkovní boulderová stěna pro rozšíření spektra sportovních aktivit. 

Dráha pro pumptrack je primárně určena pro jízdu na kole, nicméně mohou ji využívat lidé všech věkových kategorií včetně malých dětí jezdících na odrážedlech či koloběžkách. Na dráze sestávající z klopených zatáček a boulí se jezdec pohybuje pohybem těžiště nahoru a dolů, tzv. pumpováním, odtud název pumptrack.  Při jízdě na pumptracku se dá pilovat technika i rychlost. A je to už i pro děti skvělý nástroj, aby pak dovednosti z pumptracku přenesly do terénu na horské kolo.

Bouldering je lezení v malé výšce bez sedáku a lana. Zaboulderovat si můžete jít klidně sami – nepotřebujete totiž jističe. Na boulderu také zpravidla vyzkoušíte dynamičtější pohyby než na dlouhých cestách na laně a posílíte svaly. 

Cílem projektu je dopřát všem věkovým kategoriím mládeže  aktivně a bezpečně prožívat volný čas.","Zvýšení sportovní aktivity a bezpečnosti dětí. Pumptrack je ideální pro nácvik rovnováhy, ovládání a získání základních dovedností na jízdních kolech, zároveň je to i výborný prostředek pro zábavu a pilování technických dovedností. Lezení i bouldering rozvíjí  flexibilitu, koordinaci pohybu, sílu, prostorovou představivost stejně tak jako soustředění, zodpovědnost a komunikaci."
1014,2396,"Cílem je modernizace hřiště na ulici Fanderlíkova v Žabovřeskách, které je středobodem setkávání nejen místních rodin. Hřiště není v dobrém stavu a není využit jeho potenciál. Chceme, aby kombinovalo prvky pro děti různého věku s možností workoutu. 

 
					Projekt je zaměřen na hřiště na ulici Fanderlíkova, které již několik let nebylo nijak modernizováno, Jsou zde rizikové oblasti, které pro děti mohou být nebezpečné. Některé herní prvky slouží již řadu let a jsou na hranici své životnosti – například oplocení, kovové uchycení houpačky. Hřiště je velmi oblíbené místo pro setkání dětí všech věkových kategorií, bohužel nenabízí vyžití pro dětí starší 5 let. Děti si toto kompenzují šplháním po konstrukci basketbalového koše v blízkosti, což je díky možnosti pádu na betonovou plochu velmi nebezpečné, a po stromech a keřích v okolí.
Návrh počítá s využitím stávajících ploch v blízkosti hřiště – sousední betonový plac, který je občas využíván k basketbalu, a vydlážděný záliv chodníku – tato plocha nemá využití žádné, Vzhledem k nevhodnému povrchu na nich při běžných dětských aktivitách vzniká nejvíce úrazů. 
Navrhujeme dětské hřiště, kde bude sestava ve vícero úrovních nad zemí, s lanovými prvky v různých výškách ve stylu džungle. Dále zde bude oblast s tartanovým povrchem ve stylu 3D hřiště – možnost vybudovat sopky s prolézacími tunely, kdy vnější část bude osazena klouzačkou z jedné strany a kuličkovými drahami ze strany druhé.
Nemůžeme zapomenout ani na nejmenší, pro které zde bude zastíněné pískoviště s dalším zařízením pro hru s pískem a prolézací sestava pro nejmenší děti. 
Samozřejmostí jsou houpačky jak pro starší i mladší děti, tedy s baby sedákem, a trampolínky v zemi.
Místo nefunkčního dřevěného oplocení bude vytvořeno většího množství sezení – betonové sokly s dřevěnými sedáky v místech pod stromy, a také přidáme veřejné osvětlení.
V případné další etapě bychom navrhovali přeměnu betonového plácku s basketbalovým košem na místo s odpovídajícím povrchem pro využití k míčovým hrám.
Současný návrh zpříjemní pobyt na hřišti dětem všech věkových kategorií. Vzhledem k lokalitě – bezprostředně u mateřské školy – najde využití nejen pro volnočasové aktivity, ale i pro děti z blízké školky nebo dětských skupin.","V městské části Brno-Žabovřesky se do dětských hřišť investuje velmi pomalu, chybí zde hřiště pro děti starší. Navrhované hřiště se nachází v blízkosti MŠ Fanderlíkova a tak věříme, že i z jejich strany by byla revitalizace velkým přínosem. Především bychom podpořili starší děti ze Žabin, které chtějí trávit volný čas venku a ne vždy mají možnost objíždět Brno za lepším hřištěm, protože v naší městské části kvalitní a moderní absolutně chybí."
1015,2398,"Tímto projektem bych ráda získala podporu pro kompletní obnovu dětského hřiště v Obřanech na konci ulice Bílovická

 
					Malé i větší děti potřebují dostatek pohybu a pobytu na čerstvém vzduchu. Není nad to, když je takový pohyb spojený se zábavou. Na konci ulice Bílovická se nachází dětské hřiště, které má svá nejlepší léta již za sebou. Aktuální herní prvky jsou  zastaralé, je potřeba je nahradit moderními prvky a vytvořit bezpečný a zábavný prostor, kde se děti mohou vyřádit a také mohou rozvíjet své dovednosti. Plocha hřiště není velká, ale při dnešní nabídce herních prvků je možné  zatraktivnit  stávající  dětské hřiště pro zcela nejmenší děti, ale i děti starší.  
Nemělo by se zapomenout také na vybudování posezení pro doprovod dětí. Okolí hřiště je potřeba upravit  a umístit zde vhodný mobiliář (lavičky a odpadkový koš).",Obnova dětského hřiště zatraktivní místo pro relaxaci a trávení volného času dětí i dospělých.
1016,2399,"Maminky, také vám chybí hřiště pro vaše nejmenší, a kde by jste mohli zároveň trávit i čas se svými přáteli? Cílem projektu je zmodernizování dětského hřiště pro všechny věkové kategorie a vytvoření relaxační plochy pro občany města Brna. 

 
					Jsem studentka posledního ročníku na zahradnické fakultě a v rámci své diplomové práce jsem navrhla dětské hřiště pro všechny věkové kategorie u Faměrova náměstí. Dětské hřiště je rozděleno dle zón, které odpovídají věkovým skupinám a potřebám dětí. 
Pro děti ve věku od 1 do 3 let je vytvořen unikátní prostor s pískovištěm a trenažerem s drážkami a trychtýři na sypání písku. Hřiště je také vybaveno tabulí na kreslení křídou a hraní pexeso. Uprostřed pískoviště je vodní dráha, kde si děti mohou regulovat proudění vody vytvářením překážek v podobě kamenů a také pouštět papírové lodičky. Kromě toho, je hřiště vybaveno kuchyňkou zabudovanou do okraje pískoviště. Okraje pískoviště slouží k posezení rodičů, pro pohodlné hry a pozorování dětí.
Hřiště pro děti ve věku od 3 do 7 let, určené pro hru s rodiči a vrstevníky. V tomto věku dítě prochází důležitými vývojovými fázemi socializaci a seberealizaci. Proto jsou zde umístěny houpačky, kde se mohou houpat s přáteli, a také jsou zde různé prolézačky, skluzavky a tunely.
Pro věkovou kategorii od 7 do 12 let je zajištěno vybavení, které dětem pomůže při
komunikaci s vrstevníky, a také chuti se učit novým věcem a samozřejmě přispěje k aktivnímu fyzickému rozvoji. Je zde městečko se skluzavkami, lezeckými stěnami a lanovými stanicemi.
Pro teenagery a dospěle jsou umístěné workoutové hřiště s venkovními trenažery a
také místa pro hraní ping pongu. 
Mimo hřiště je zde také relaxační zóna. Ta zahrnuje možnost posezení ve stínu a grilování na elektrickém grilu. Pro zapnutí je potřeba vytvořit rezervaci na internetové stránce na určitou hodinu. 
Důvod mého návrhu je jednoduchý, sama jsem matka dítěte a chybí mi hřiště, které není pouze pro větší děti. Tohle místo by bylo také skvělým místem pro společenský život. Myslím, že toto místo má mnohem větší potenciál a místní (a hlavně naše děti) by velmi jej velmi ocenili.","Různorodé herní prvky mohou přispět správnému vývoji dětí dle věkové kategorie. Rodiče budou mít kam vzít své děti, a nemusí mít obavy, o jejich bezpečnost a o to že by se nezabavili. Zároveň se, mohou občané odreagovat od práce a ugrilovat různé dobroty se svými přáteli či rodinou. Věřím tomu, že zmodernizování tohoto místa, přispěje k větší spokojenosti občanu nejen pro místní občany městské části Brno Černovice, ale také pro lidi z jiných části, jelikož je místo velmi oblíbené i pro cyklisty."
1017,2400,"Cílem projektu je zatraktivnit místo v Černovicích a dostat mu jména, které nese (Faměrovo náměstí). Hlavní myšlenkou je reminiscence zaniklého kostela sv. Floriana. Jedná se o vybudování uměleckého díla ze dřeva a úprava okolí kolem něj. 

 
					Jsem studentka posledního ročníku na zahradnické fakultě a v rámci své diplomové práce jsem navrhla umělecký prvek, který slouží jako připomínka zaniklého kostela sv. Floriana a úpravu Faměrova náměstí. Vždy mě udivoval název území, a myslím, že doposud tam není ani náznak, jakéhosi náměstí, kde by se lidí mohli setkávat a trávit volný čas v rušivém městském prostředí. Přitom toto místo má bohatou historii a  má obrovský potenciál, který doposud není využitý. Navržený umělecký prvek je ve tvaru zaniklého kostele sv. Floriana (velikostně je o něco menší) z dřevěných hranolů, který provází návštěvníka historii tohoto místa. Inspiraci posloužila tradice, která se odehrává v noci kostelů, kde lidé zapalují svíčky a vystavují je po obrysu původního kostele. Na jaře obvykle občané vysazují kytky na tomto místě. Záměrem tohoto projektu je podpořit existující vztah lidí k tomuto místu a taky vytvořit místo kde by se mohly odehrávat různé akce a festivaly.  
V současné době zde se jedná o neudržované zelené plochy, kterými občas projde pár lidí. Vzhledem k nedostatku zelených ploch ve městě, bych si přála využit nevyužité plochy, které by mohly být prospěšné občanům města.   
Samotný kostel by měl stát na původním místě (parcela č. 2101/4). Parkové úpravy parcely č. 2101/1, 2101/2, 2101/3, 2101/5.","Obohacení místa o umělecké dílo a vytvoření místa, kde by se lidé mohli setkávat a trávit volný čas."
1018,2404,"Městský holubník umožňuje nehubit holuby, ale přirozeně je sdružovat v okolí jejich holubníku. Neobtěžují tak nijak ostatní obyvatele města. Nejlepší a nejlevnější variantou je tzv. půdní holubník, ale existují i další typy.

 
					Projekt nabízí etické a humánní řešení situace s holuby. Holubi se zdržují ve svém holubníku, kde mají vše, co potřebují k životu, a nezdržují se tak (nemají proč) v okolí památek, ani lidských sídel, a díky snadnému přístupu k holubníku lze jednoduše zaměňovat jejich vejce za umělá, takže městský holubník umožňuje snadnou a relativně humánní regulaci počtu holubů ve městě. Není nutné holuby zabíjet.",Lidé nebudou obtěžováni holuby a holubi nebudou zbytečně zabíjeni.
1019,2405,"Cílem projektu je vyplnit nevyužitý prostor lavičkami, které poslouží k odpočinku při čekání na autobus.

 
					Mezi několika pilíři umístit lavičky, které zkrátí čekání na příjezd MHD. Místo je kryté před sluncem a deštěm.","Uživatelé všichni obyvatelé, kteří čekání na příjezd dopravního prostředku."
1020,2406,"Komunitní centrum pro seniory bude prostorem pro pohodové setkávání seniorů. Bude zahrnovat nejen komunitní a vzdělávací akce, kurzy, ale i místo, kde budou moci senioři přijít a trávit volný čas.

 
					Jde především o vytvoření bezpečného místa, ideálně v centru města, kam může senior kdykoliv přijít, spočinout, relaxovat, zahrát si šachy, karty, nebo jen koukat na televizi a povídat si společně s ostatními.
Programy a společné setkávání seniorů je velmi důležité pro zdravý psychický stav a přispěje ke snížení osamělosti, kterou může být tato skupina ohrožena.","Spokojení senioři, aktivní stárnutí, prevence osamělosti."
1021,2407,"Hojně navštěvované hřiště na Obilňáku už má nejlepší léta za sebou, pojďme dětem udělat pořádné hřiště, na kterém se opravdu vyřádí.

 
					Spokojené děti = spokojení rodiče.Záměrem projektu je vybudování tématického dětského hřiště, např. na téma letadla, vesmír nebo piráti, které bude tvořeno jedním dominantním prvkem a okolo něj budou rozmístěny ostatní herní prvky.",V centru města díky tomuto projektu vznikne konečně důstojné dětské hřiště pro děti všech věkových kategorií.
1022,2408,"Zeleň - stromy, keře, trvalky, květiny, cibuloviny, vyvýšené záhony, drobné ovoce do školních a školkových zahrad v Brně. Hmyzí domky, ptačí budky, krmítka, herní naučné prvky, 

 
					Řada školních a školkových zahrad má prostor na umístění jedlých zahrad, vonných bylin, naučných prvků, vyvýšených záhonů atp. Děti budou mít více prostoru seznamovat se se zelení, přírodou a zvířátky v ní. V souvislosti s tím by mohly být pořádány naučné programy, besedy, přednášky nebo akce spojené s přírodou.","Osvěta ZŠ a MŠ dětí, vylepšení školních zahrad."
1023,2409,"Aktivity spojující generace - vnuky s prarodiči, děti s rodiči.


 
					Podpora mezigeneračních vztahů. Volnočasové vyžití seniorů a jejich vnoučat. Příležitost trávit spolu více volného času a učit se nejen společně, ale i od sebe navzájem.
Podpora pozitivních vztahů mezi prarodiči a vnoučaty, zlepšování sociální soudržnosti a snižování mezigenerační propasti.
Aktivity by měly být hlavně dlouhodobějšího charakteru (například pololetí), ale i jednorázové. 

Setkání budou zaměřená na přírodu, kulturu, vědu, techniku apod. Setkání mohou mít formu terénního cvičení. To znamená, že vzdělávání v daných tématech bude probíhat přímo v praxi a účastníci si tak budou moci vše prohlédnout nebo vyzkoušet na vlastní oči a ruce. Lektory terénních cvičení budou odborníci na dané oblasti. Pro každé terénní cvičení budou připraveny výukové materiály.","Utužování vztahů dětí a prarodičů, objevování, vzdělávání se, kvalitně trávený volný čas."
1024,2410,"Aktuálně je schodiště ze starých dřevěných hranolů. V zimních měsících se tudíž stává pro chodce nebezpečným, přitom investice určitě nemusí být vysoká. 

 
					Demontáž starého schodiště a vybudování nového.",Lepší dostupnost a bezpečnější přístup na a ze záchytného parkoviště.
1025,2412,"Poznejte Brno díky mobilní aplikaci Lovci soch. Chodíte každý den kolem nějaké sochy a nevíte, jak se jmenuje? Chcete si sochy „ulovit“ do své sbírky, a tím se o nich dozvědět co nejvíc? Pak je hra Lovci soch pro vás. 

 
					Lovci soch je mobilní herní aplikace, pomocí které mohou hráči objevovat a sbírat brněnské sochy. V Brně je více než 1500 různých soch, pamětních desek, památníků a dalších uměleckých objektů. Pojďte se o nich dozvědět co nejvíc. Kdo je jejich autorem, jaký byl jeho záměr, kdy socha vznikla a proč zrovna tady?

Prototyp aplikace vznikl na programátorské soutěži Hackuj Brno, kde vyhrál speciální cenu města Brna. Cílem projektu je hru dokončit a vydat, aby si jí mohl zahrát opravdu každý.

Aplikace funguje na bázi slepé mapy – v momentě, kdy se přiblížíte k nějaké soše, můžete si ji odkrýt, resp. „ulovit“, případně i nafotit a přispět tak do fotogalerie dané sochy. Postupně se lovcům odkrývají další a další sochy. Cílem této edukační hry je nasbírat co nejvíc soch, s každou ulovenou sochou se vám odkryjí informace o soše (název, autor, popis apod.). Spolu s počtem nasbíraných soch se posouváte nahoru v žebříčku hráčů, kde se bude dát soutěžit i v různých výzvách.

Hra je pro gamery, objevitele, sběratele, milovníky umění, děti – zkrátka pro každého, kdo je rád venku a prahne po nových informacích.","Díky aplikaci mohou občané i návštěvníci Brna objevovat město z nového úhlu pohledu. Budete poznávat umění ve městě a zároveň mít příležitost k aktivnímu pohybu. Hra je pro gamery, sběratele, objevitele, milovníky umění, děti a školy, zkrátka pro každého s telefonem."
1026,2416,"Dětské hřiště v parku Koliště není funkční a není zde využít celý prostor. Přidáním dalších dřevěných herních prvků by se tento prostor pro děti velmi zatraktivnil. Klouzačka, zvířátka na pérech, houpací síť. 

 
					V parku Koliště se pohybuje mnoho dětí, které si chtějí hrát. Proto často lezou po kašnách, lavičkách, květináčích a na jiných, ne vždy vhodných, místech ve veřejném prostoru. Několik herních prvků v parku Koliště jim nestačí. Doposud je zde pouze lanová prolízačka, jedna houpačka na lanech a jedna houpačka pro dvě děti. Přitom místo je to ideální, je zde stín a velkolepý prostor s dřevěnými kvádry na sezení a šachovým stolkem.

Chápu celý koncept parku, který byl před několika lety revitalizován. Určitě bych chtěla nechat původní vzhled a náladu celého prostoru. Jednalo by se o zvýšení počtu herních prvků, které by byly dále laděny do přírodních barev a materiálů. Mnohé děti potěší staticky stojící dřevěná zvířata. Klouzačka na hřišti určitě nesmí chybět a nějaký točící se prvek zabaví dítě také na dlouhou dobu. Určitě by se sem vešlo i pískoviště, ale to by muselo být z hygienických důvodů oplocené. 

Primárně jde o přidání herních prvků a zatraktivnění tohoto prostoru.","Projekt je určen pro rodiny s dětmi, které centrem města procházejí, ale hlavně pro ty, které zde bydlí. Všechna hřiště jsou daleko od centra s dlouhou docházkovou vzdáleností. Toto hřiště slouží k pobavení dětí, které se pohybují přímo ve středu města a potřebují jen více herních prvků v tomto prostoru. Pak by nemusely lézt po sochách, instalacích, kašnách, betonových květináčích a dalších."
