,project_name,project_description,public_interest,status
10,jedlý park v Líšeň ,"cíl on zlepšit kvalita městský prostředí a vytvořit inspirativní místo , který umožnit odpočinek dospělí i volný hra dítě . zahrnovat realizace terénní úprava , výsadba a regenerace zeleň a vybavení prostor herní prvek z přírodní materiál . řešený plocha se nacházet v areál Lerchův #num# , v blízkost náměstí mír , v část přiléhající k ulice údolní . smysl projekt být vybudování herní a odpočinkový prostor v přírodní stylus , který být podnětný místo pro všechen generace . místo , který být otevřený setkávání obyvatel s cíl posílit vzájemný vztah a soudržnost . vzniknout aktivní zóna , který být zahrnovat smyslový chodník , vrbový chýš , pískový duna a další tradiční variabilní herní prvek ( vedoucí k samostatný tvorba ) , který být rozvíjet schopnost , tvořivost i fantazie dítě . daleko zde být zóna určený pro relaxace , např . v dřevěný altán nebo na lavička . prostranství být vhodně doplnit výsadba dřevina pro zastínění a vytvoření příjemný prostředí od jaro do podzim . projekt zahrnovat i odstranění stávající plechový přístřešek , sanace nádrž a rekonstrukce plot ( výměna plotový výplň a omítnutí sloupek ) . ",z přístupný pozemek se spousta odpadek v blízkost základní škola se stát zelenat oáza aktivní odpočinek uprostřed sídliště v Brně-Líšň . senior s pejsek i maminka s dítě být moct aktivně odpočívat uprostřed zeleň namísto rozpálený asfaltový a betonový plocha mezi panelák . ,1
11,les pro pes ,"podstata být citlivý obnova zarostlý lesíček mezi Tuřan , br . Ivanovice , Holáska a Chrlice . vyčištění od vhodný nálet a křovina , podpora hajní podrost . zachování divočina , do který být vložit dobrodružný a herní prvek nejen pro dítě . jih Brno být krajina zemědělský , proto být třeba vážit se každý kousek veřejný zeleň s vzrostlý strom . lesíček mezi Tuřan , brněnský Ivanovice , Holáska a Chrlice být jeden z tento málo plocha . nyní být v velmi zanedbaný stav , zarostlý nálet a křovina . být napojený na vycházkový okružní alej a pěšinka okolo ivanovický potok , ale na východ být jeho přístup uzavřít . lesíček být tak polouzavřený prostor , do který být jen málo důvod zavítat . navrhovat proto lesíček zpřístupnit otevření nyní uzavřený průchod z Kudrnův ulice a zatraktivnit pro veřejnost revitalizace stávající příroda , umístění lavička a přírodně laděný herní prvek pro dítě . důraz být klást na zachování charakter lesíček . ten znamenat většina prostor ponechat divoký s starý vzrostlý strom , který mimo jiné sloužit i jako domov pro zdejší pestrý fauna . určit být část , který zůstat zaroslý keřový patro a kde být naopak vyklestění podpořit místní pestrý hajní podrost . tento divočina být citlivý forma vést dobrodružný stezka nejen pro dítě . tento stezka se zaměřovat na zdolávání malý přírodní překážka , skákání přes kámen , balancování na kláda strom a vyzkoušení se bosý chůze po různorodý povrch . okolo hlavní bezbariérový pěšina vedoucí skrz lesíček být umístit několik lavička , v horní část podpořit stávající ohniště a v centrální část být navrhnout herní hřiště pro dítě . hřiště být mít přírodní podoba , hlavní materiál být akátový dřevo , vytěžený přímo v lesíček . být zde navrhnout lezecký stěna pro dítě , různý prolézací prvek a malý lanový hrátky . navržený hřiště být v rámec široký okolí Tuřana jedinečný . proto věřit , že být využívat jak dítě v volný čas , tak i místní mateřský školka a dítě zde nejen v parný léto najít útočiště . projekt logicky navazovat na vycházkový trasa s alej a obnova Ivanovo . potok . revitalizace podpořit místní flóra i fauna . jít lesíček vdechnout ten správný atmosféra a využít jeho potenciál ! ",místo k odpočinek a zábava pro rodina s pejsek . vycházka s pes bez stres z zranění způsobený útěk a lov zvěř . ,1
12,bezbariérově s MHD do příroda ,"zahrada být zahrnovat zvýšený záhon , treláž pro popínavý rostlina , expozice běžný bylina pro výukový potřeba , příklad různý biotop , permakulturní spirála , prostor pro relaxace , ošetřování stávající a dosadba nový zeleň , nádoba na dešťový voda . jednat se o návrh atraktivní proměna využitý část pozemek areál u náměstí mír . řešený plocha se nacházet za nový plot na ulice Lerchův #num# . záměr projekt on zřídit zde relaxační a edukační zahrada , který by využívat v uzamykací režim široký veřejnost . možnost vyžití nabídnout také žadatel o zahrádka , který stávající kolonie na kraví hoře a žlutý kopec moct z kapacitní důvod přijmout . o využití mít zájem i v těsný sousedství ležící škola . v zvýšený záhon být možnost pěstování květina , zelenina i bylinka . pro ukázka zde být umístit další prvek vycházející z princip přírodní zahrada , který nechávat poměrně široký prostor pro běžný rostlina i volně žijící drobný živočich . proto zde být instalovat nejen permakulturní spirála , ale být ten zřídit i dílčí biotop pro příznivý podmínka jejich život , jako např . ještěrčí zídka , domek pro veverka , ptačí budka a pítko , broukoviště a hmyzí domeček . v stín vzrostlý lípa zůstat i místo pro odpočinek a relaxace . nezbytnost zabezpečení plocha být zachytávání dešťový voda do nádoba , vodovod a ohrazení anglický dvorek treláž s popínavý rostlina v nádoba . instalovat být také kompostér pro biologický odpad . ","zvýšený chodník posloužit všechen vozíčkář , který se tak moct dopravit do příroda tramvaj a muset jezdit auto . umožnit on , aby moct na konečná v Brno v Obřan vystoupit z tramvaj , usnadnit ten používání krásný cyklostezka v příroda i rodina s vozíčkář jakýkoliv věk . ",1
13,opěrný odpočinkový sloup pro cestující hromadný městský doprava ,"mladý akční sport budit velký pozornost , těšit se hojný obliba přitom on stále chybět celoroční zázemí . sportovec být nutit dojíždět mnohdy stovka kilometr za podmínka pro svůj sport . tento studie moct být do budoucno pozitivní krok k změna . výčet sport , který jít zařadit do kategorie "" mladý akční sport "" , se každý rok rozšiřovat a oslovovat sportovec napříč generace . ať už jít o různý akrobatický , gymnastický či aerobní disciplína např . parkoura , workout , jumping , climbing nebo inlinout , pumtrack , stateboarding , BMX park , street , racat a další . všechen tento sport mít jeden společný jmenovatel . naprostý nedostatek nebo dokonce absence zázemí především pro sychravý a zimní období . vzhledem k podnebí , v který se nacházet , jít mnohdy až o #num# měsíc v rok . krásný příklad moct být multifunkční hala v švýcarský Winterthur , který vzniknout šetrný obnova vyloučený lokalita nabízející příjemný prostora pro volnočasový aktivita nejen sportovec ale celý rodina . obdobně povedený projekt před pár léto vzniknout na zelený louka v estonský Tallin . dva tento projekt spojovat široký využití , rozmanitost sportovní odvětví , funkční zázemí pro sportovec , místní klub i návštěvník . studie být základní kámen příprava každý stavební projekt . dobře zpracovaný studie moct plně využít potenciál pozemek či stavba a stát se kvalitní komplexní podklad pro následný projektový práce . město Brno disponovat malý množství vyloučený lokalita a stavba , tzv . "" brownfieldsit "" , využitý stavba v rámec areál BVV i řada vhodný pozemek pro případný výstavba na zelený louka . můj záměr on dát s podpora veřejnost současný i budoucí vedení město jasný signál , že mít smysl tento mladý atraktivní sport pěstovat , podpořit a poskytnout adekvátní podmínka . lze také zmínit , že tři z výše jmenovaný sport se stát sport olympijský ! ","o tento opěrný sloup se moct každý zájemce opřít záda . v krátkodobý uvolnění , který nastat , dojít k uvolnění páteř a částečný uvolnění kloub noha . zejména ten ocenit člověk , který mít sedavý zaměstnání a starý člověk . ",1
14,dlážděný chodník skrze parčík k tramvajový zastávka židovský hřbitov ,"poskytnout obyvatel možnost jít se zacvičit na čerstvý vzduch . nabídnout i neběžce možnost jít se zacvičit , poskytnout cvičení pomůcka , vhodný podloží a fajn prostředí . park být hojně využívat jak rodina , tak sportovec a často moct vidět , že se sportovec dělit o místo s běhající dítě . místo být zde dost , ale proč dat cvičící prostor , kde by moct realizovat svůj trénink a přitom rušit a být rušit ostatní návštěvník park ? ideální místo být vedle tenisový kurz . aktuálně jeden jeho část obsahovat posilovací stroj . vedle vpravo od tento plocha s posilovací stroj být volný betonový prostor . zde by položit venkovní sportovní podlaha , prostor oplotit . připevnit by potřebný konstrukce pro uchycení cvičební pomůcka . příchozí sportovec by mít možnost se zapůjčit cvičení pomůcka , zdarma , na dálka pomocí příslušný aplikace . dát by tento lid možnost jít z uzavřený sál a tělocvična ven na čerstvý vzduch a dát tak příležitost dítě , senior , muž i žena na mateřský cvičit kdykoli být mít chuť , aniž by potřebovat cokoli jiné než sportovní oblečení . pro dítě by vytvořit i dětský koutek - pískoviště , skluzavka či prolézačka - aby se moct hrát , zatímco být rodič sportovat ( dětský koutek by být mimo vymezený prostor , aby dojít k zranění dítě ) prostor by nově obsahovat : - podloží vhodný pro trénování ( dopadový litý podlaha ) - možnost zapůjčení tréninkový pomůcka ( kettlebelle , medicinballe , odporový guma , sandbaga , TRX , tréninkový lano atd . ) - možnost zapůjčit ping-pongový vybavení ( pálka , míček ) přínos celý projekt : podpora zdravý životní styl a motivace ten , který chtít z různý důvod do uzavřený sportovní prostora . oddělení aktivní sportovec od člověk , který se chtít v Lužánka pouze odpočinout . v Lužánka být workout hřiště , který ale běžný populace využívat , protože moc vědět , jak na konstrukce cvičit ( konstrukce dávat moc možnost pro běžný cvičení ) . chtít dát tedy prostor všechen , který se chtít hýbat , rozšířit svůj aktivita , obohatit svůj tréninkový program . poskytnout trenér příležitost vzít svůj klient na čerstvý vzduch a zepstřit jejich lekce . ",projekt posloužit k zvýšení bezpečnost a komfort všechen chodec . ,1
15,schod z ulice Preslův k bytovka na ulice Neumannová ,"obsah projekt on rozmístit po město na frekventovaný místo informační elektronický světelný panel , kde být datum a časit , aktuální jmeniny , teplota vzduch a aktuální obsah popílek v místo z měřící stanice . mnoho z my už nosit hodinka a snažit se všechen informace vyčíst z svůj mobil . ten muset ale odněkud vytahovat ( zvlášť v zima být ten horší ) , hledět na ten , že při vyhledávání informace v chůze moct dojít k úraz . proto navrhovat rozmístit po město na frekventovaný místo informační elektronický panel , kde se uživatel moct zjistit : - aktuální čas - datum - jmeniny v ten den - teplota okolní vzduch - obsah popílek v ovzduší z blízký automatizovaný stanice z portál český hydrometeorologický ústav - ( např . na úvoz : http://portal.chmi.cz/files/portal/docs/uoco/web_generator/aqindex_slide1/mp_BBMKA_CZ.htmnout ) . poslední údaj o popílek být uvádět v mikrogram na metr krychlový ( µg / m³ ) a pokud být překračovat hraniční hodnota #num# µg / m³ ( např . v hustý provoz ) , být údaj svítit na panel červeň . měřící stanice škodlivina v ovzduší podávat informace každý hodina - on on po město Brno asi #num# . panel být např . rozmístit : #num# . český / Joštův #num# moravský my . / koliště #num# my . svoboda #num# Hl . nádraží - nádražní ul . #num# Husův / pekařský #num# Žerotínův my . / veveří #num# Konečného my . #num# Kounicův / kotlářský #num# kotlářský / lidický / pionýrský #num# pionýrský / sportovní #num# Konečného my . / úvoz #num# úvoz / údolný #num# Mendlův my . / úvoz #num# Mendlův my . / křížový #num# křížový / poříčí #num# koliště / bratislavský #num# koliště / Malinovský my . #num# křenový u viadukt #num# trnitý / opuštěný #num# Zvonařka / plotní #num# Nové sada / Poříčí #num# hlinka / Žabovřeský #num# tř . generál píka / okružný #num# Tomkův my . #num# Provazníkův / Karlův #num# Gajdošův / táborský #num# Jedovnický / Novolíšeňský #num# husitský / Palacký tř . #num# Palacký tř . / Kosmův #num# moravský my . / Kounicův . ",odstranění hrubý závada na nynější amatérsky a občan zřízený schodiště a ten zvýšení bezpečnost a snížení možnost vážný úraz pro občan používající tento schodiště jako zkratka při cesta k bytovka na Neumannové ulice od stanice MHD . daleko zvýšení bezpečnost pro dítě z široký okolí který zkratka používat při cesta do škola na ulice hroznový . schodiště tak bezpečně propojit již hotový pěší průchod mezi ulice Bohuslav Martinů a Preslový s další ulice a ten Neumannová ( projektovaný schodiště být téměř naproti ústí průchod Bohuslava Martinů – Preslův a navíc se dát projít další průchod až na ulice barvičův ) . ,1
16,"i Brno moct vonět ! lipový alej pod baba , Ivanovice ","navrhovat vybudovat dva záchod na hodně frekventovaný místo v čertův rokle na lesný . první záchod u tramvajový smyčka . druhý záchod v blízkost přírodní amfiteátr jako nutný zázemí pro přibývající kulturní akce . čertův rokle být srdce lesný . rozlehlý lesopark sahat od tramvajový smyčka až k severní okraj dvacetitisícový sídliště . klid lesopark vyhledávat všechen , malý i velký k procházka a odpočinek . chodit tudy každý den do škola a do práce . jít přes rokle za zábava do oblíbený centrum volný čas a lanový centrum proud , na okolní dětský hřiště . v léto se v znovu oživený přírodní amfiteátr konat občasný kulturní akce a oblíbený letní kino . doplnění záchodek v čertův rokle navazovat také projekt oživení amfiteátr čertův rokle , dát na vy #num# , který se nyní dokončovat . vzhled záchod by mít být v soulad s okolní příroda . typ záchodek a jejich přesný umístění navrhovat zvolit podle aktuální možnost napojení na inženýrský síť a také s ohled na jejich další údržba . ","tento projekt krajinný prvek být sloužit : a ) rodič s dítě , senior a všechen občan k procházka , relaxace a odpočinek uprostřed příroda . v doba květ lípa nádherně vonět daleko široko . B ) všechen , kdo bydlet v okolí , protože zelený alej snížit množství polétavý prach , utlumit hluk , vsáknout se do on déšť a vytvořit příjemný atmosféra po celý rok , zvláště v léto snížit úpal v alej i blízký okolí , pole by pro my být bez přístup , takto uprostřed pole a příroda moct v zeleň relaxovat . ",1
17,zastínění dětský hřiště na ulice Štouračův Brno Bystrc ,"Socha obří kočka . jít o objekt estetický a zároveň sloužit k odpočinek a setkávání se občan . \\\ "" kočka brněnský \\\ "" být obrovský socha , který být sloužit občan k odpočinek a setkávání . být asi #num# metr dlouhý ( včetně ocas ) , 2,5 m vysoký a #num# m široký , materiál : keramický kachel , který v léto pálit , být pohledově krásný a být ten sochařsky kvalitní a vhodný materiál , odolný vůči klimatický podmínka . účel být jak estetický- pěkný objekt , socha v Brno , tak užitkový- na kočka se být moct vylézt , posedět na on , moct se na on třeba opalovat , číst , povídat se , tvarově být kočka skýtat mnoho útulný zákoutí a místo , který být určit jednotlivec i skupinka k posezení , k poležení , k polezení a odpočinek . tlapka být například sloužit jako lavička , ocásek být připomínat kruhový posezení s stolek na svačina , malý dítě být mít na vysoký místo přístup po stupačka či horolezecký úchyt , jako na dětský hřiště . proč ? vždycky být toužit lézt po socha , dotýkat se on , chtít by , aby se kočka takový socha stát , aby on člověk užívat a být i místo jejich setkávání , třeba na rande : ,, sejít se u kočka v pět hodina \\\ "" . kočka být pro já symbol pohoda a rodina , zvířecí motiv ocenit i milovník zvíře , moct se třeba v park u socha pořádat přehlídka kočka , či parkůr králík , soutěž pro dítě a rodina . využít socha moct i školní třída k výuka v příroda . dítě lezení jistě uvítat a rodič s dítě moct strávit s kočka v park pěkný odpoledne . pokud by se nápad líbit , moct k kočka časem přibýt další , třeba kotě k posezení ,, separý \\\ "" . rád by můj rodný město Brno tento nápad obohatit a pro já jako matka tři dítě být ten báječný nápad . umístění kočka - do odpočinkový zóna , například park při ulice Božetěchův - Králův pole . ","projekt být určit převážně pro dítě a jako prevence před možný zdravotní komplikace způsobený dlouhý pobyt na slunce . tento prvek ocenit především rodič a prarodič svůj ratolest , který se hrát na hřiště . výsadba vhodný dřevina z dlouhodobý hledisko nahradit plachta . ",1
18,omezení rychlost tramvaj v ranní a noční hodiny ,"snaha projekt být podpora zdraví brněnský občan a vlastní nebo řízený edukace k zdraví , výživa a pohyb . zdravý učebna poskytovat prostor k kreativní sebevzdělání v oblast zdraví , poradenství , a setkávání s člověk s stejný cíl . cíl projekt on nabídnout prostor , kde se moct zájemce dozvědět maximum informace o svůj zdraví , preventivní působení výživa a pohyb a jejich využití za cíl kvalitní život , prevence civilizační onemocnění a onemocnění s hromadný výskyt , ten chtít dosáhnout prostřednictvím cílený komerční vzdělávání forma workshop a seminář s odborník , ale hlavně i "" samovzdělání "" za pomoc dostupný literatura , moderní pedagogický nástroj , dostupný informační techonologie , materiál a infografika . nebo "" hubovská "" setkávání a networking v prostor "" zdravý učebna "" . zdravý učebna by mít být denně přístupný zájemce o informace a informování v oblast zdravý životní styl s cíl pravidelný pořádání vzdělávací a kulturně vzdělávací akce z prostředí pohyb , výživa , trénink , soft skillsit a "" mind oblast "" , ale také nabízet prostor k posezení s kniha nebo k diskuze s odborník z daný oblast . proč on navrhovat ? český populace tloustnout , přestávat se hýbat a objevovat se stále mnoho onemocnění s hromadný výskyt , který se stávat standard současný doba . ten chtít cílený edukace zabránit a pomoc zlepšit zdraví náš ( nejen brněnský ) společnost . ","zlepšení kvalita život pro tisíc člověk , žijící v okolí tramvajový trať , který být brzy ráno probouzení hluk projíždějící tramvaj . uskutečnit se moct kdykoliv po domluva zastupitel městský část s DPMB . ",0
19,hudba v Brno pro začínající umělec . ,"cíl projekt být pořízení sčítač cyklista a chodec a jeho umístění na cyklostezka podél řeka Svratka u hala rondo . naměřený datum být dostupný veřejnost a i odbor doprava a podpořit budování další bezpečný cyklostezka v Brno . pro další rozvoj cyklistický infrastruktura a také rekreační trasa pro pěší být potřebný , aby město Brno systematicky získávat datum o pohyb cyklista a chodec . pořízení sčítač cyklista a chodec získat město Brno klíčový informace o frekvence využití páteřní cyklostezka podél řeka Svratka u hala rondo . v tento místo být spojení několik důležitý dopravní a rekreační trasa . sčítání být zaznamenávat pohyb v dva směr . datum o pohyb uživatel na cyklostezka být dostupný přímo na samotný sčítač , který být mít podoba oboustranný totem s zobrazovací panel . na on být zobrazit aktuální denní stav pohyb cyklista a chodec a za celý kalendářní rok . daleko jít získat podrobný datum o pohyb prostřednictví veřejně přístupný webový stránka . kromě ten být na totem zobrazený aktuální čas a teplota . ","člověk , by se dostat , přímo k zajímavý , originální hudební projekt , který by se jen těžko prosazovat v těžký komerční sféra , ale být přitom kvalitní a zajímavý a moct by on i podpořit . být by ten taky zajímavý zdroj kultura v Brno , kdyby konečně amatér dostat šance se prezentovat . na webový stránka by pak město moct čas spustit hodnocení kapela i jednotlivec a pozdě by se moct i soutěžit v rámec město s jiný muzikant . další logický krok by pak být uplatnění ten zajímavý hudební uskupení na hudební akce město . kruh se tak uzavírá-lidý z Brno by hrát pro Brno a s Brno . ",0
20,hravý vzdělávání v MHD ,"obnova hřbitovní kaple na zrušený hřbitov v Brně-Černovice s nový malba a socha svatý Dobroslava ( Eurosie / Orosie ) . novogotický kaple na okraj zrušený hřbitov , dnes na okraj zahrádkářský kolonie . stát v zubožený stav s vhodný plochý střecha a opadaný omítka . sloužit jako poloprázdný skladiště . obnovit původní novogotický stěn , vrátit on sedlový střecha a štít s kříž a ten i ztracený důstojnost ! vnitřní prostor doplnit alespoň prostý dřevěný oltář i socha svatý Dobroslava ( Eurosie / Orosie ) v životní velikost . a nový interiérový , případně i venkovní figurální nástěnný malba s znak Aragonie a Morava , proč by se světicie který pocházet z rod náš panovník , mít vážit jen v cizí země ? na Morava ani v Čechy on dodnes být zasvětit ani jeden kaple , nebo kostel . Černovice získat kaple s unikátní zasvěcení , jaký se vyskytovat jen v cizí země , město opravit jeden z poslední kaple pro ostuda , zahrádkář místo invalidní stavební mučednice půvabný sakrální sousedka . potěšit on i jejich host , až jít do svůj pozemský zahradní ráj , neboť zahrádka zůstat i s chatka , jak být . získat všechen ! a být se muset stydět , že kaple vlastní svatá nikde na Morava od #num# . století mít ! ","zábavný vzdělávání v MHD být určit všechen cestující v prostředek městský doprava . jediný podmínka být , že jít o vozidlo , který být vybavit obrazovka k přehrávání obsah . přínos vidět v ten , že i když být otázka směřován spíše na dítě , vzdělávat se být i dospělý , který spousta věc z školní léto již zapomenout . navíc tak lze místo sledování reklama smysluplně strávit čas v MHD a při cestování s dítě být k dispozice i společný zábava . ",1
21,výměna plastový sedačka v vůz MHD ,"rád by v městský část Brno-střed vytvořit místo , kde se dítě i dospělí být moct zařádit na všechen , co jezdit . v zeleň , v klid a bez auto . moct sem přijet rodič s malý i velký dítě a strávit zde odpoledne nebo zakončit cyklistický výlet být rodič malý nadšený biker a chtít by pro naši a ostatní dítě v okolí vytvořit dostupný sportoviště , který lze využívat po celý rok . profil a velikost pumptrackové dráha chtít přizpůsobit „ na míra “ daný lokalita , tak aby se zachovat přirozený ráz krajina . věřit , že pumptrackový dráha se oblíbit nejen dítě , ale i dospělý . realizace záměr vytvořit sportoviště s dobrý dostupnost nejen pro obyvatel městský část Brna-střed , ale i přilehlý část . daleko by v rámec projekt rád vysadit strom a umístit mobiliář tak , aby vzniknout místo vybízející nejen k sport , ale i k odpočinek . Pumptrackový dráha být uzavřený , uměle vytvořený okruh pro jízda na kolo , který být možný projet bez šlapání . okruh být tvořený vlnka a klopený zatáčka , který umožňovat udržovat nebo dokonce zvyšovat rychlost . princip pumptrack být v ten , že kolo pohánět setrvačnost a cyklista on v ten pomáhat pohyb tělo nahoru a dolů . jízda na pumptrack být ideální průprava pro jízda na tolik oblíbený trail . ","zvýšení podíl MHD na úkor individuální doprava přispívat mj . k zlepšení životní prostředí , k snížení spotřeba pohonný hmota a k eliminace potřeba parkovací místo v centrum Brno . ",1
