project_name,project_description,public_interest,status
revitalizace řeka Svratka Komín Pisárky,"vyčištění řeka od nános bahno a padlý strom . řeka Svratka být využívat k rekreace , koupaný , k vodní sport . v současnost být jeho koryto zanést a k tento aktivita bránit .","řeka být součást život . koupání , vodní sport , rybaření , procházka kolem řeka , ten všechen patřit k Jundrov . vyžívat on všechen občan . a proto se zasluhovat více péče za strana město .",0
živý srdce EKOParek žabovřeský louka,"cíl projekt být vytvoření jedinečný místo pro setkávání , trávení volný čas a výuka pravidlo ekologicky udržitelný život s veřejně přístupný přístřešek , poskytující ochrana před nepřízeň počasí všechen v lokalita se pohybující osoba . jeden z více viditelný výsledek probíhající revitalizace lokalita žabovřeský louka být zvýšený pohyb osoba , zejména pak dětský a juniorský věk . a jít jen o organizovaný sportující mládež . EKOPark žabovřeský louka se stávat „ živý srdce “ , vyhledávaný místo pro dopolední procházka dítě z mateřský školka , výlet školní mládež , aktivně trávený čas jak rodina s malý dítě , tak díky náročný terén i oblíbený destinace spoluobčan seniorský věk s svůj vnouče nejenom z přilehlý bytový a domovní zástavba . v návaznost na vznikající EKOPark žabovřeský louka s ekologicky cenný plocha mokřad , tůňka , stromový i keřový vegetace být možný přístřešek využít pro edukace mládež v rámec výuka ekologický výchova , přírodověda a další příbuzný předmět . zvyšující se frekvence pohyb osoba v tento „ živý srdce “ ale přinášet i rostoucí míra nebezpečí , který být osoba ( zejména juniorský věk ) v EKOParek žabovřeský louka vystavit . absolutní absence jakýkoli veřejný , uzemněný a od země izolovaný přístřešek zvyšovat riziko úraz blesk nejenom v období letní bouřka zejména pro ten více zranitelný kategorie , který sem přijet trávit svůj čas auto , ale dorazit pěšky nebo veřejný doprava . přitom výstavba jednoduchý , otevřený a veřejně přístupný přístřešek , který být dokázat poskytnout základní úkryt , muset být finančně náročný . přístřešek ale vyplnit i další bílý místo v EKOParek žabovřeský louka , protože kromě prioritní ochranný cíl v on být umístit jednoduchý šatna a v jeho okolí odpadkový koš jak pro běžný odpad , tak zvířecí exkrement , což přispět k kultivace prostředí a umožnit nastavení standardní hygienický podmínka minimálně v jeho okolí .","realizace projekt živý srdce EKOParek žabovřeský louka vzniknout pro obyvatel Žabovřesky i blízký okolí místo pro setkávání , bezpečný oddych a aktivně strávený volný čas a pro obec možnost využití lokalita k pořádání akce pro občan město Brno , a ten všechen v soulad s pravidlo ekologicky udržitelný život .",1
altán v údolí oddech,"v údolí oddech s přicházející sezóna chybět obyvatel MČ Bystrc a také turista , který sem zavítat , místo k posezení . altán být sloužit starousedlík , ale i turista . altán být moci využívat žák ZŠ s svůj učitel jako místo zahájení a ukončení školní rok , rodina s dítě z přilehlý panelový sídliště , turista procházející údolí oddech . konat se zde sportovní turnaj a kulturní akce , který bývat zakončit posezení .","posezení být moci využívat starousedlík , Brňák bez vlastní zahrada , turista , školní a zájmový kolektiv . užívat on být pro možnost strávit společný čas s komunita , pro utužení vzájemný sousedský vztah .",1
kluziště Brno  Bystrc,"výstavba kluziště s umělý povrch v Brno  Bystrc . v poslední léta být takřka zázrak , když zamrznout brněnský přehrada či žebětínský rybník . lidé , když se chtít zabruslit , tak se muset vydat do vzdálený místo ( Lužánky , Vodův apod . ) . záměr být umožnit lidé bydlící v městský část Brno  Bystrc a okolní městský část Kníničky a Žebětín se zabruslit i v doba , kdy počasí přát .","zpřístupnit lidé zimní bruslení . výhoda být omezený bruslařský sezóna , nulový spotřeba energie a voda . bruslený moci využívat v dopolední hodina školka a škola . v odpolední a večerní hodina široký veřejnost .",0
komunitní kuchyň,"poznání nový kultura , sdílení kuchařský dovednost . účel být vytvořit příjemný místo , kde se moci setkávat lidé všechen věkový skupina a kultura , a k učení vaření světový kuchyň ( slovák , polák , ukrajunec , indové , atd . ) .","setkávání lidé z různý komunita a kultura , kvalitní trávení volný čas .",0
rozšíření skatepark nad pivovar,"rozšíření oblíbený skatepark nad pivovar být spočívat v vybudování pumptrackový dráha pro cyklista a dětský hřiště pro malý . současně být dojít k vhodný doplnění mobiliář a úprava zeleň v okolí , popřípadě . vybudování přístupový cesta . dávno vzniknout na Brno střed , a ten nad pivovar skate park , který být hojně využívaný a často přeplněný . můj projekt tedy směřovat k vybudování malý pumpa trackový dráha , který být doplnit skatepark o vyžití pro cyklista . dále být být areál doplnit o herní prvek pro dítě a o přístupový cesta a úprava okolní zeleň .",zlepšení a rozšíření oblíbený místo na sport,1
Hřiště na Obilňák,"hojně navštěvovaný hřiště na Obilňák už mít lepší léta za se , jít dítě udělat pořádný hřiště , na který se opravdu vyřádit . spokojený dítě = spokojený rodič . záměr projekt být vybudování tématický dětský hřiště , například . na téma letadlo , vesmír nebo pirát , který být tvořit jeden dominantní prvek a okolo on být rozmístit ostatní herní prvek .",v centrum město díky tento projekt vzniknout konečně důstojný dětský hřiště pro dítě všechen věkový kategorie .,0
Hřiště v Pisárky,"obnova původní hřiště z 60 léta . v současnost být v Pisárky a Masarykův čtvrť žádný hřiště pro malý dítě . Hřiště být mít být sloužit pro aktivně strávený čas rodina s malý i velký dítě . vybudování dětský hřiště s návaznost na blízký Anthropos . vytvoření přirozený prostor pro hra , vzdělání , rozvoj a sport dítě , prostor pro setkávání rodina a také místo mezigenerační sblížení . oživení rezidenční čtvrť a komunita . cíl projekt být znovu probudit k život prostora bývalý hřiště za dům Preslův 37 a 39 , který být zbudovat společně s tamní výstavba . v současnost být zde pouze travnatý plocha , kde se dítě často hrát , přesto však místo nabízet velký možnost k hra malý dítě ani k jiný společenský aktivita . vzhledem k ten , že blízký hřiště být na Vaňkův náměstí ( 850 metr ) a pak až areál kraví hora ( 1,3 kilometr ) , považovat prostor bývalý hřiště za ideální k snadný realizace místo pro hra a sport dítě nebo i prostor pro setkávání rodina a soused . v tento oblast také docházet k výrazný generační výměna , kdy se mezi převažující generace důchodový věk stěhovat mladý rodina . vzhledem k ten být se obnovený hřiště moci stát i místo setkání takto rozdílný věkový skupina .","vytvoření přirozený prostor pro hra , vzdělání , rozvoj a sport dítě , prostor pro setkávání rodina a také místo mezigenerační sblížení .",1
zahrádka pro senior,"místo pro senior , kde se moci setkávat a trávit čas zajímavý aktivita . senior se při sázení muset ohýbat k země , něco se vypěstovat , a přitom se popovídat s ostatní . prostě být v stáří sám a připadat se potřebný . fungovat ten v zahraničí , moc se já ten líbit .",kvalitní trávení volný čas senior .,0
zřízení stezka bosý noha,"zřízení stezka , který umožňovat chůze bosý noha . být ten náročný a poměrně levný záležitost , který mít příznivý dopad na zdraví občan . chůze bosý noha být velmi příznivý pro zdravý klenba chodidlo . jeho zřízení v park být být velký obohacení pro zdraví , ale i zábava občan žijící na Brno střed , ale i pro náhodný návštěvník . v současný doba se mnoho lidé potýkat s problém noha / plochý noha , spadlý klenba / stezka bosý noha , který být již součást téměř každý park v zahraničí být se moci udělat i u my a ten nahoře na zelený plocha na hradba na Špilberk a v Lužánky . v současný doba být možný chodit bosky pro riziko znečištění ostrý předmět a výkal pes . u my být valtický stezka bosý noha zatím rarita , v německy mluvící země být stezka tento typ ( Barfußwege ) velmi rozšířený .","obohacení park o zajímavý prvek , zlepšení zdraví .",0
nový hřiště pro dítě a dospělý,"dětský hřiště místo udržovaný prostor . vnitroblok zahradníkův  botanický  hrnčířský  Tučkův . dříve pěkný prostranství pro hra dítě i posezení dospělý s kniha či káva . nyní výběh pro pes i toulavý kočka , udržovaný , dítě se tam cítit dobře .",trávení volný čas dítě i rodič v příjemný udržovaný prostředí .,0
akce na nově vzniklý nábřeží Svratka,"akce na nově vzniklý nábřeží Svratka , který přilákat do nově vzniklý nábřeží lidé za kultura a ten vzniknout již od začátek nový a oblíbený místo pro sdružování lidé v město Brno . nový nábřeží řeka Svratka být jeden z investiční akce město Brno , proto být důležitý , aby se z on stát zanedbaný a používaný místo . jít Brňany pomocí tento projekt přilákat hned od začátek na nový náplavka různý kulturní akce , který se být konat v průběh celý rok .","oživení nábřeží , kulturní život , setkávání lidé , komunitní život .",0
hřiště pro hendikepovaný v Lužánky,"v Brno být žádný hřiště pro hendikepovaný , na rozdíl od jiný velký město . jít hendikepovaný dopřát zážitek z houpačka a jiný herní prvek . jít doplnit v park Lužánky herní prvek pro hendikepovaný .","trávení volný čas pro hendikepovaný , možnost fyzický aktivita .",0
komunitní centrum na Vinohrady,"cíl projekt : komunitní centrum být sloužit široký veřejnost , a ten zejména pro seniorský aktivita , cvičení a setkávání , stejně jako být centrum otevřít maminka s dítě , dítě školní věk a další skupina pro příjemný trávení volný čas celý projekt se klást za cíl nabídnout městský část Brno  Vinohrady a jeho obyvatel odpovídající a reprezentativní prostor pro příjemný trávení volný čas , propojování jednotlivý skupina obyvatelstvo a možnost využívání pro další aktivita široký veřejnost . centrum být využívat například . pro seniorský aktivita v dopolední hodina a být možný on využívat jako veřejný prostor pro setkávání dítě a mladý , rodič a zájmový skupina","cíl projekt být nabídnout městský část Brno Vinohrady a jeho obyvatel kulturně vzdělávací centrum spojený s zábava pro příjemný trávení volný čas . možnost využívání centrum pro aktivita všechen věkový skupina . vzniknout tak prostor , který obyvatel vinohrad již dlouho postrádat",0
rekonstrukce vrcholek kraví hora,"rekonstruovat vrchol park kraví hora tak , že být příjemný prostorný k strávení volný čas . už dlouho vypadat vrchol kraví hora stejně a kromě moderní dětský prolézačka zde už dlouho chátrat lavička , hřiště i chodník , který pomalu zarůstat tráva . možná se oblíbený místo všechen věkový kategorie zasloužit něco nový , nebo minimálně hezký . nový lavička , nový chodník , oprava basketbalový hřiště v který už rok strašit díra v země a údržba zeleň . rekonstrukce být obnášet nově asfaltovaný chodník od Draken k hvězdárna , dlažba na místo kde chodník zarůstat tráva , na který být po ten přijít lavička , stůl a gril , výměna lavička a odpadkový koš , rekonstrukce basketbalový hřiště a přidání decentní stojan na kolo . projekt být zpříjemnit pobyt v park a park být tak působit moderně a útulně . park i město se rekonstrukce zasloužit .","každý hezký místo přidat Brno na vizáž a každý hezký místo přidat lidé na dobrý pocit . kraví hora být velmi oblíbený místo pro volnočasový aktivita , procházka , piknik a sportování . kraví hora navštěvovat všechen věkový kategorie ať už rodina s kojenec , s dítě , s prarodič a příbuzný , tak teenager i dospělý . rekonstrukce být přinést dítě radost , rodina prostora a student místo pro odreagování .",0
parčík před škola a kostel na Křenová,"cíl náš projekt být vrátit prostranství před základní škola , kostel a úřad práce na Křenová původní význam , tj . revitalizovat on za účel možnost zastavení se a oddych v zeleň . v rámec náš projekt usilovat o revitalizace a zároveň i vdechnutí nový život zelený ploše před základní škola Křenová . v současný chvíle se na tento plácek v tvar písmeno "" T "" nacházet dva krásný vzrostlý lípa . místo být jinak víceméně zanedbaný , obklopený parkovací místo . jednat se však o prostor , který mít být v původní záměr náměstíčko s zeleň a kašna , což se bohužel vzhledem k historický okolnost podařit zrealizovat . na původní záměr být ale rád v náš projekt navázat . v bezprostřední blízkost zelený plocha být vchod do základní škola , kostel a úřad práce . daný místo však nabízet žádný kvalitní prostor k zastavení se , sednutí se , odložení taška či čekání na dítě z ZŠ . ten samý platit o přilehlý frekventovaný zastávka MHD vlhký . navrhovat , aby travnatý plac získat díky osazení vhodný mobiliář a úprava zeleň v kontext stávající stav nový rozměr a stát se místo pro odpočinek , případně i hra . ten chtít dosáhnout skrz umístění dřevěný "" vlnitý "" a kaskádovitý lavička , který moci sloužit jak k posezení , tak k prolézání , vybudování květinový záhon , umístění mlžítko pro zpříjemnění parný den a osazení parkovací stání zarážka , který zamezit vjezd auto na zelený plocha . dále se být jednat o výsadba strom a okrasný záhon na místo v okolní ulice a doplnění městský mobiliář . předpokládat , že tento revitalizace zelený plocha na Křenová výrazně zpříjemnit čekání rodič před místní základní škola , stejně tak jako osoba docházející na úřad práce . v poslední řada přispět k zlepšení celkový prostředí městský čtvrť Trnitá , který být v tento lokalita zatížený naprostý absence zeleň a jakýkoliv místo umožňující kvalitní trávení volný čas .","předpokládat , že s ohled na umístění náš návrh být z projekt profitovat široký veřejnost . konkrétně se jednat o rodič a dítě z přilehlý základní škola Křenová , osoba docházející na úřad práce , návštěvník kostel poskvrněný početí panna Marie , cestující čekající na spoj na zastávka vlhký a v poslední řada obyvatel čtvrť , který lokalita denně procházet . všechen tento lidé být mít možnost zastavit se v příjemný prostor , odpočinout se a třeba i nechat proběhnout dítě .",1
spolu proti HPV,"cíl projekt být šíření osvěta o aktuálně rozšířený pohlavně přenosný infekce v česku . s HPV  lidský papilomavir se setkat za svůj život 8 z 10 sexuálně aktivní lidé . některý způsobit i rakovina . HPV způsobovat celý řada onemocnění , od genitální bradavice po rakovina děložní čípek . karcinom způsobený HPV být tak jediný rakovina , proti který se dát naočkovat . věřit , že nastat čas o HPV konečně začít otevřeně mluvit , protože ten moci zachraňovat život . chtít ukázat , že prevence mít smysl . HPV být v populace velmi rozšířený , ovšem málokdo o on vědět – většinou ten vypadat tak , že pojem HPV slyšet poprvé v chvíle , kdy on lékař sdělovat diagnóza . projekt být zahrnovat přednáška na škola pro žák ZŠ a SŠ o problematika HPV . rád být zkvalitnit výuka na škola , a obohatit tak výklad o srozumitelný , zábavný a atraktivní forma učení . v rámec projekt se vytvořit animovaný video , který být dítě v výuka přibližovat problematika HPV . tento video se použít i jako materíát na webový stránka a sociální síť . mimo jiný být se pořídit i dostatečný množství vhodný edukační pomůcka , tak aby prezenční výuka být vést více interaktivně . vzdělávání ovšem probíhat pouze za zeď škola či na internet , ale taktéž mnohdy na veřejný akce .","série interaktivní animovaný video být vysvětlovat nejenom problematika HPV , očkování , ale zajistit také úvod do sexuální výchova a předat podstatný informace týkající se náš tělo a prevence . na veřejný akce se být moci přímo s žák interagovat a jednoduchý forma on předat tento informace . věřit , že právě tento způsob edukace umožnit dítě vstoupit do počátek sexuální život bezpečně , čili safe . vysoký informovanost poté povést k vysoký proočkovanost a zachránit nejeden život .",1
parkový úprava trnitý,"rád být zvelebit zanedbávaný zeleň v jižní centrum město a vytvořit zde atraktivní malý městský park s herní prvek pro dítě . místo vhodný k odpočinek dospělý a vyřádění se pro náš malý . na 8 500 metr čtvereční v jižní centrum město ( pod hlavní nádraží , naproti nákupní galerie ) se nacházet park , který být však dlouhodobě zanedbávaný , zarostlý , trnitý , osídlený bezdomovec a problémový lidé . viz přiložený fotografie . v současný doba se jednat o místo plný odpadky , zcela vhodný k procházka . dítě v tento čtvrť postrádat místo k venkovní hraní , za pěkný hřiště muset dojíždět do jiný městský část . rád být proto místní obyvatel a všechen návštěvník tento čtvrť dopřát „ zelený “ místo pro odpočinek a dítě možnost venkovní vyžití . navrhovat úprava stávající zeleň , kde být vzniknout malý městský park vhodný k příjemný odpočinek , atraktivní na vycházka , setkávání s přítel , posezení na lavička , čtení kniha . do park umístit herní prvek pro dítě a zajímavý prvek k objevování svět . pro odpočinek dítě i rodič vzniknout posezení . materiál použít lépe takový , aby co více zachovat soulad s příroda , tzn . dřevo , kámen apod . projekt být se moci realizovat ideálně na parcela 977 / 8 , 977 / 14 , 977 / 23 , 977 / 22 , 978 / 9 , 978 / 8 , 978 / 1 , 977 / 1 , 917 / 7 , 917 / 6 , 849 / 2 , být být možný i na parcela 849 / 8 , 849 / 7 , 849 / 1 , 849 / 6 , 850 / 8 , 977 / 2 . jít do ten s my svůj hlas , ať ten Brno na Trnitá mít tak trnitý !","přínos projekt být přetvoření zanedbávaný území v pěkný malý městský park v hodný pro odpočinek . v jižní centrum město být zachovat potřebný a lidé vyhledávaný zeleň a zároveň vzniknout místo , kde se dítě moci venku hrát . prostor uvítat i přilehlý mateřský škola a školka . projekt moci sloužit také návštěvník obchodní galerie – jeden rodič se hrát venku s dítě , druhý nakupovat . : )",1
nový park a hřiště v místo bývalý . hřbitov,"revitalizace prostor bývalý hřbitov v Bystrc , odstranění zídka , zvelebení tento prostor , umístění pískoviště a herní prvek pro malý dítě , vybudování workoutový hřiště a umístění parkový prvek , vytvoření útulný a bezpečný místo prostor bývalý hřbitov podél ulice Vondrákův být zanedbaný objekt s návštěvník , který nikdo z my chtít potkávat , současně být ten areál s perspektiva příjemný komunitní místo vhodný pro setkávání rodina , přítel a místní obyvatel z přilehlý okolí nebo jako příjemný zastávka pro cyklista mířící na přehrada . jak být se vy líbit , kdyby zde stát například . malý městský park podobný třeba Sady národní odboj na ulice Šelepův ? v daný lokalita dolní část Bystrc být oproti jiný městský část kritický nedostatek bezpečný herní plocha pro dítě , k blízký kvalitní workoutový hřiště pro velký dítě a dospělý být ten také velmi daleko . lidé z přilehlý okolí ulice Vondrákův mít za současný stav k dispozice žádný příjemný , bezpečný prostor pro setkávání . cíl projekt být vytvoření otevřený městský park rozdělený do několik zóna podle přirozený spádovost daný místo s akcent na otevřenost , bezpečnost , hra a pohyb . základ být odstranění zídka kolem celý objekt , revitalizace chodník , spolu s zachování křížek jakožto symbol původní využití místo a umístění dětský hřiště do střední část objekt a konečně prvek malý kvalitní workoutový hřiště do dolní část objekt .",revitalizovaný park být současně přiléhat k společenský centrum v Bystrc a vytvářet tak ucelený objekt . v současnost být plánovat revitalizace tento objekt radnice MČ Brno Bystrc . projekt realizovaný participativní rozpočet být moci být pomocný a současně hybný síla pro zvýšení kvalita život v okolí bývalý hřbitov .,0
oprava cyklostezka žabina – komín – Bystrc,"chodník  cyklostezka podél ulice kníničský být dopravní tepna pro většina pendlující cyklista , cykloturista a rodič s dítě na kolo . tristní kvalita povrch , nízký kapacita a ten celkový bezpečnost tento cyklostezka být na velmi špatný úroveň . opravit tento stezka , rozšířit on , zvýšit jeho bezpečnost a kapacitní možnost pro cyklista , což v důsledek ulevit třeba přetížený ulice kníničský . stezka být již v některý část opravený ( od lávka v Bystrc po sokolovna v komín ) , naopak jeho převážný část kopírující tramvajový pás od zastávka svratecký ( komín ) po zastávka Stránský ( blízký supermarket ) být v natolik mizerný stav , že cyklista vjíždějící do popraskaný spára v asfalt , křižující rozbitý kolej a míjející se na sotva metr široký chodník končit často s zranění na země .","zvýšení bezpečnost cyklista a pěší cestující směr na přehrada ( a zpět ) , rozšíření kapacita a průjezdnost daný místo a ten snížení zatížení dopravně exponovaný ulice kníničský ( určitě být alespoň část řidič díky ten vyměnit auto za kolo / koloběžka / brusle / chůze )",1
komunitní ateliér,"v komunitní atelier se moci vyzkoušet veškerý technika malovaný . modelovaný z keramika , nebo tvorba na hrnčířský kruh . a mimo jiný také šití oblečení . v druhý část prostor být hudební zkušebna , který vy nabídnout lekce různý nástroj . každý z my se chtít všechen vyzkoušet a v tento prostora být být možnost . vize atelier být propojovat lidé a učit se stále nový věc . na tento nový místo být být propojený hudební scéna s kreativní atelier . budova být být situovaný s oddělený vchod , aby se nikdo rušit , ale zároveň atelier být propojit venkovní terasa s příjemný posezení . všechen být zde být s bezbariérový přístup . v atelier být být se moci vyzkoušet modelovat z keramika , nebo na hrnčířský kruh . všechen technika kreslení a malování , po navrhování až po šití oblečení , zde být být několik šicí stroj a také vyšívací stroj . hudební zkušebna být mít multikulturní prostor , který nabídnout lidé individuálně nebo pro kapela a lekce různý nástroj . produkce elektronický hudba , nahrávání vokál nebo nástroj i celý kapela . dále také prostor pro streamovaný rozhovor . atelier být být pro vy otevřený každý den . v tento prostora se moci vyzkoušet všechen co nabízet . vždy pro vy v atelier být zkušený lektor , který vy rád pomoci a naučit vy ten . dílna být být otevřít všechen věkový kategorie . pomoci my vybudovat vysněný zážitkový ateliér s hudební klub pro všechen Brňák .","• kurz pro každý , pro zkušený i zkušený . • veřejný společný aktivita / každý měsíc den otevřený atelier . • všechen na jeden místo , dohromady . • lidé vyzkoušet technika o který ani vědět že být on jít a bavit on . • propojovaný lidé co mít zájem tvořit . • otevřít být být denně , různý tematický přednáška . • cíl být vytvořit hudebně kreativní komunita .",1
strom na Svoboďák !,"jít se společně zasadit o zeleň na Svoboďák , který se zasloužit ! udělat z náměstí svoboda příjemný a atraktivní místo pro vzájemný setkávání . mobilní květináč osazený stálezelený opadavý listnatý strom a rostlina vyřešit na náměstí Svoboda absence zeleň během období vegetační klid . strom zároveň poskytnout stínový clona což částečně zmírnit únosnost přímý slunečný záření hlavně v letní měsíc . květináč kruhový tvar lemovat po celý obvod lavička , což vznikat dostatek místo na sezení v stín i na slunce . potenciál květináč být tak plně rozvinout , jelikož v se pojímat kromě důležitý estetický aspekt i ochrana před slunce a možnost posezení i rekreace v jeden z vytížený místo historický centrum . každý z květináč mít v se navíc zabudovaný mobilní podvozek , který se v případ potřeba dát využít k přesun květináč , například . během vánoční trh a jiný hromadný akce . být obecně známý , že důležitost živý zelený prvek vsazený v betonový šeď město mít velký klimatický , psychologický , zdravotní i sociální význam . zeleň v velký míra pomáhat snižovat stresový hormon , navozovat pocit štěstí a spokojenost a zvyšovat psychický pohoda . pomáhat ochlazovat a korigovat teplota vzduch , zachycovat a filtrovat škodlivý vzdušný částice . za relativně nízký náklad tak moci získat mnoho benefit , který nabízet .","mobilní květináč moci náměstí Svoboda přinést vizuální atraktivita , zmírnění přetlak lidé využívající stávající lavička a stinný místo , čistý ovzduší , více místo k dlouhý zastavení a posezení . ten všechen při zachování potřeba náměstí jako veřejný prostor , kde se systematicky shromažďovat velký množství lidé . instalace květináč pomoci zvýšit kvalita život všechen lidé , který v Brno žít a zlepšit dojem z město ten , který on jenom procházet .",1
lanový stezka a rozšíření halda,"rád být rozšířit a doplnit oblíbený herní prvek  dobrodružný hřiště halda nacházející se blízko medlánecký rybník . halda být doplnit o nerezový skluzavka , jednoduchý lezecký stěna a další přístup na halda . rozšíření být spočívat v lanový stezka okolo halda s náročnost pro dítě v věk 6  12 léta .","rozvíjení pohybový dovednost dítě , trávení volný čas dítě s kamarád venku na čerstvý vzduch .",1
zacvičit se v Soběšice,"hlavní náplň projekt být možnost venkovní cvičení v rozrůstající se Soběšice pro všechen nadšenec . projekt být být workoutový hřiště , který být sloužit k venkovní cvičení a požadovat být nijak velký údržba . cíl být být další pohybový prvek , který být lidé moci využívat pro zlepšení zdraví a kondice . projekt navrhovat z ten důvod , že v Soběšice nic takový být a myslit se , že být se ten chytnout velmi dobře . Hřiště moci mít i prvek pro dítě .","workoutový hřiště být být prospěšný pro celý škála uživatel a ten již od ten malý a mladý , po ten starý . i jen chvilkový cvičení moci být prospěšný pro náš zdraví , obzvlášť při dnešní většinový sedavý zaměstnání , nebo aktivní styl život . pro ten , který chtít utrácet za vstup do sportovní centrum , nebo tam trávit hodina a hodiny svůj čas , být ten skvělý volba pro chvilkový cvičení v řád desítka , nebo jednotka minuta .",1
první zastřešený workout hřiště v Česko,"plánovat postavit zastřešený workout hřiště v Brno , který být využitelný i při příznivý počasí . tento být poskytnout přidaný hodnota , protože hřiště být být využitelný celoročně . lokalita s mnoho student být zajišťovat vysoký návštěvnost . plánovat vybudovat moderní workout hřiště v Brno , který být zastřešený a umožnit jeho využití i při příznivý počasí , jako být déšť či sníh . tento řešení být přinést významný přidaný hodnota , neboť hřiště být být dostupný a využívaný po celý rok , na rozdíl od tradiční venkovní sportoviště . klíčový lokalita pro umístění hřiště být oblast s vysoký koncentrace student . tento strategický poloha být zaručit nejenom jeho zájem a využití , ale také přilákat široký veřejnost . Hřiště být se tak stát centrum aktivita a společenský setkávání , posilující zdraví a pohoda komunita . Hřiště být plně vybavený a být disponovat : horizontální a šikmý tyč : tyč sloužit k provádění různý cvik , jako být shyb , přítah , přítaha noha a další posilovací cvik pro horní část tělo . paralelní tyč : paralelní tyč být ideální pro cvičení dip a další cvik , který posilovat ramenní pletenec , triceps a horní část tělo . žebřina : žebřina být vhodný pro cvičení zpevňování paží a záda , a také posilování sval břicho a noha . skákací plocha : skákací plocha , jako být odpružený podlaha nebo skákací deska , moci být součást workout hřiště a poskytovat ideální povrch pro skákání a cvičení plyometrie . ozdobný prvek : venkovní workout hřiště moci být také vybavit různý ozdobný prvek , který zajišťovat estetický vzhled a příjemný atmosféra pro cvičení .","venkovní zastřešený workout hřiště přinést veřejnost mnoho prospěch . poskytnout zdravotně bezpečný a přístupný místo pro cvičení a aktivní životní styl . být podporovat fyzický kondice , posílit svalový síla a zlepšit celkový pohyblivost . Hřiště být inspirace pro lidé všechen věkový skupina k zapojení se do cvičení a vedle ten i k rozvoj komunita . vytvořit prostředí pro vzájemný podpora a sdílení zkušenost . zlepšit zdraví a blahobyt obyvatel , což mít pozitivní vliv na celkový kvalita život .",0
řečkovický cyklostezka II .,"vybudovat bezpečný cyklostezka a stezka pro chodec podél ulice karásek , mezi řečkovický nádraží a ulice Jandáskův . ulice karásek být panelka bez chodník . sloužit jako obslužný komunikace rozsáhlý průmyslový areál . zejména v všední den být na on značný provoz a ten včetně kamionový doprava . přitom se zde pohybovat velký množství chodec a cyklista a vést tudy cyklotrasa směr Lelekovice číslo . 5231 . zbudování cyklostezka na travnatý pás mezi panelka a říčka Ponávka nabídnout zvýšení bezpečnost cyklista i chodec . výhoda také být , že navázat na v brzký doba budovaný řečkovický cyklostezka Podhájí  Karásek . ten dojít k propojení celý úsek mezi ulice Podhájí a Jandáskův .",zbudování cyklostezka nabídnout zvýšení bezpečnost cyklista i chodec . dojít k vytvoření souvisléhlý úsek cyklostezka mezi ulice Podhájí a Jandáskův a zatraktivnění cyklotrasa .,1
