project_name,project_description,public_interest,status
zastavit se botanický !,"pěstovat dobrý sousedský vztah okrasný Tráva ! participativní projekt zvelebení veřejný prostor ulice botanický navrhovat nejen zkrášlení samotný prostor . zapojení místní obyvatel fáze návrh vytvořit vztah nově revitalizovaný prostor . úprava následný péče veřejný prostor • projekt zvelebení prostor vzniknout společně obyvatel okolní dům forma participační workshop • základ společný návrh zde rád vysadit okrasný tráva , stromek rostlina doplnit městský mobiliář • návrh konzultovat odborník , rostlina vhodný náročný údržba • úprava pilovně realizovat část území , budoucno rád prostor upravit celý • důležitý následný údržba forma dobrovolný činnost • proces příprava návrh zapojit občan věkový kategorie důraz mladý generace , učit , chápat prostor , žít • participační workshop pořádat místo forma odborný výklad architekt zahradní architekt • se obohatit plánovaný aktivita proces příprava následně realizace úprava : společný sousedský snídaně , piknik , setkání spojený hudba tanec , dílna dítě , promítání film , turnaj pétanque sportovní kreativní aktivita","participace místní obyvatel generace . edukace vytvoření sousedský vztah veřejný prostor . zlepšení veřejný prostor ukázka zdravý vztah místní obyvatel dopad široký okolí . ( student gymnázium , univerzita , uživatel zastávka mhd , atd . )",0
drobný kopec bezpečně,"současnost cyklodoprava existovat prakticky žádný kvalitní tangenciální propojení SZ SV město Brno ( Veveří směr černý pole ) . návrh stezka chodec povolený vjezd jízdní kolo část přímý zároveň rychlý logický trasa , současný lidé kolo hojně využívat ( viz příloha : screenshot heatmapa = zaznamenaný intenzita jízda kolo ) . cíl projekt umožnit lidé kolo bezpečný zdolání pozvolný , dlouhý stoupání Veveří směr černý pole přímý trasa ulice Drobný zastávka MHD zimní stadion lesnický . nyní zde kolo lze jet předpis frekventovaný čtyřproudový komunikace , kde jezdit velký množství trolejbus auto . mnohý řidič automobil často jezdit rychle 70 kilometr / hodina , přestože zde rychlost omezit 50 kilometr / hodina . srovnání rychlost jedoucí kolo kopec ( cirka 10 – 15 kilometr / hodina ) se jednat významný rizikový faktor . návrh projekt cíl zlegalizování vjezd kolo existující chodník , chodec využívat minimálně . prakticky zde kolo jezdit dnes , jelikož bezpochyby aktuálně bezpečný varianta . základní varianta návrh se jednat osazení čtyři dopravní značka ( cirka 1 – 2 000 Kč / kus ) . rozšířený varianta zahrnovat řešení napojení úsek – tj . dolní část park Lužánky ulice sportovní přes sdružený přechod přejezd horní část vytvoření sjezd chodník hlavní dopravní prostor čekací box křižovatka ulice generál . Píka lesnický . řešení pomocí stezka chodec povolený vjezd jízdní kolo zvolit proto , možný bezpečně využít chodník pěšky , kolo . cesta kopec , rychlost kolo téměř shodný rychlost motorový vozidlo , totiž nadále možný užít silnice ohrozit bezpečnost chodec chodník , komplikovat průjezd křižovatka snížit komfort průjezd komunikace .","projekt prospěšný lidé kolo , cesta kopec legálně využít existující bezpečný infrastruktura ( jinak málo využívaný chodník ) , řidič motorový vozidlo , zejména trolejbus MHD .",1
revitalizace Sochorov Stránský,"revitalizace spojovací cesta ulice . Sochorov Stránský spočívat povrch chodník doplnění cesta osvětlení zeleň lavička . Místo uvedený generel veřejný prostora oficiální pěší spojnice zatraktivnit prostor estetický zážitek revitalizace spojovací cesta ulice Sochorov – Stránský . spočívat povrch chodník doplnění cesta osvětlení , zeleň lavička . místo uvedený generel veřejný prostora ( P 05 Stránský / Sochorov oficiální pěší spojnice zatraktivnit prostor nabídka vybavení sezení , osvětlení estetický zážitek ) . projekt posoudit ročník participace proveditelný . tedy žádný důvod , proč se zrealizovat . https://paro.damenavas.cz/projekt/?id=233","průchod zatím sloužit komunikační účel . revitalizace vzniknout odpočinkový zona obyvatel nejen okolní ulice . poslední léta okolí vyrůst mnoho bytový dům , chybět zeleń . rezidence Sochorov park dětský hřiště sloužit dle EIA široký veřejnost leč se známý důvod stát . zvýšit se bezpečnost tma .",1
kašna ! . . . . Lesná ?,"hezký kašna sídliště Lesná umístěný společenský centrum Brno sever ( někde \ \ \ "" pod hodina \ \ \ "" ) . bývat Lesná kašna vodní prvek více . . bazének Lučina , kašna čáp obzor ( viz.obrázek . ) , možná . starý nákupní centrum , dukát Polana , zanikat pítko fontánka myslit . se kašna povést , pěkný osvěžující pohled . zdát se , hezký kašna , ne velký market , velmi drahý , věřit , se Lesňák zasloužit . jaký ? záležet , jestli jaký se přát .",pohled kašna osvěžení voda kdo kolem .,1
odpadkový koš prázdný sprej,"umístění odpadkový koš kovový materiál odpadnout problém uložení prázdný sprej okolí legální plocha tvorba graffiti Brno . vytřídění tlakový obal kov navíc ulevit životní prostředí . Brno hlavní plocha tvorba graffiti ulice tkalcovský . stěna uzavírající areál Šmeralův závod řeka Svitava , kolem vést hlavní brněnský cyklostezka . stěna kdokoliv realizovat kreativní sdělení tedy stěna sloužit takový veřejný galerie . problém , široký okolí místo , kam možný uložit prázdný obal barva sprej , stále pod tlak . umístění speciální kontejner kov , se vyřešit problém uložení odpad důsledek se výrazně snížit , úplně eliminovat volně se povalující odpad charakter , tedy prázdný sprej . ano , pravda , každý , kdo se sprej stěna přinést , rovněž stěna odnést . ovšem každý lokalita , kde se sdružovat lidé nějaký zájem , produkovat odpad , možnost , kam odpad následně uložit . ať hřiště , park , parkoviště , prostranství , vždy zde možnost uložení odpad . stěna , široký okolí žádný takový možnost , což vést hromadění odpad okolí stěna , kudy denně projít , projet kolo , stovka lidé . každopádně uložení prázdný sprej ostatní komunální odpad , hledisko ochrana životní prostředí ideální , proto tedy místo , zřídit speciální kontejner , právě druh odpad . svět takový kontejner oblast legální stěna tvorba graffiti zcela běžný . dopřát tedy Brno standard pomoci lokalita cyklostezka ulice tkalcovský , stejně celý planeta .","prospěch realizace projekt každý , kdo procházet , projíždět cyklostezka ulice tkalcovský , neboť umístění kontejner eliminovat volně se povalující odpad lokalita . konečný důsledek pak prospěch každý obyvatel Brno , země , neboť se snížit ekologický zátěž likvidace prádzný sprej rámec komunální odpad . přímý uživatel kontejner potom každý , kdo se přijít vyjádřit legální stěna , přičemž odpad vytvořit , spotřebovat sprej .",1
odpadkový koš Lesná čertův rokle,"čertův rokle okolí málo odpadkový koš . odpadkový koš buďto malý přeplněný , místo plastový pytel chybět úplně . cíl projekt doplnit chybějící koš čertův rokle okolí celý Lesná . čertův rokle unikátní místo Lesná , oáza zeleně uprostřed bytový dům . několik desítka tisíc lidé každý den projít čertový rokle okolí , Rokle sloužit relaxace , setkávání odpočinek . čertův rokle okolí málo odpadkový koš . odpadkový koš buďto přeplněný , místo plastový pytel chybět úplně . cíl projekt doplnit chybějící koš čertův rokle okolí , případně celý Lesný . projekt počítat umístění 100 kus koš , více . venkovní koš stát kolem 5000 Kč DPH . velký množství odpadkový koš se přispějě celkový čistota čertův rokle okolí .",zvýšení čistota veřejný prostranství park čertův rokle . uživatel návštěvník park .,0
osvětlení : mariánský sloup ( náměstí . Svoboda ),"navrhovat osvětlení mariánský sloup , vidět tma ! požadovat osvětlení mariánský sloup . myslit , hanba Brno : 29 léta revoluce nic se stát ! ! velký kůň ihned osvětlení , mariánský sloup dodnes ne !","koukat sloup tma ( například . vánoční trh ) . důležitý turista , protože se jednat dominanta náměstí . svoboda .",1
město zahrada .,"cíl projekt pomoc dobrovolník výsadba rostlina keř , úprava poskytování péče zanedbaný záhon vyhledávání místo , akutně potřebovat zásah zahradník . součást projekt obnova stávající záhon , výsadba okrasný rostlina různý keř místo možný . ovšem zakládání místo určený rekreace blízkost domov . cíl výsadba rostlina místo ulice třída kapitán Jaroš , ulice Jeřábkův , Hille Bartošov vytvořit pohled příjemný místo lákající odpočinek . ulice se nacházet blízkost park Lužánky propojovat celý městký oblast záhon chodník , kde možný výsadba druh rostlina . součást projekt instalace lavička odpadkový koš . práce rozdělit několik etapa , časově možnost vyhovovat právě případný zájemce výsadba .","výhoda možnost zapojení obyvatel městský část realizace projekt upevňovat sousedský vztah , zlepšovat kondice vizuálně zpříjemňovat pohyb město .",1
update dětský hřiště ulice . Zahradnická,"jednat se doplnění rozšíření inventář dětský hřiště park ulice Zahradnická Křídlovická málo využívaný častit park . nákup vybavit hřiště malý počet dítě okolní zástavba různý věkový kategorie . současný dětský hřiště kapacita stačit nápor dítě mladistvý hlavně teplý podvečerní hodina . alespoň trochu dopomoci , se každý dítě přijít hrát se , bavit . rovněž scházet atrakce mladistvý dospívající dítě , se park rovněz scházet . cesta navrhovat nakoupení vybavení umístit naproti současný hřiště , přes neprůjezdnout asfaltový cesta . současný hřišťátko zůstat změněný podoba . navrhovaný část park současný využívaný posloužit setkávání dítě okolí rodič . vědět , protože rodič 😉","Věškerý aktrakce dítě , různý druh , místo bez nutnost cestovat park současný nálada dítě hra . venkovní hřiště dítě věkový kategorie .",0
"sedět doma , ven !","revitalizace starý hřište panelový dům ulice dědický kroměřížský Brno slatina . vytvoření prostor dítě , mládež dospělý aktivní trávení volný čas . změnit starý používaný betonový plocha atraktivní zábavní park . cíl projekt vytvořit prostor aktivní trávení volný čas generace žijící slatina . současný stav venkovní hřiště havarijní stav . holý betonový plocha nikdo lákavý , ať hra odpočinek . Lavičky okolí málo , použitelný ( popraskaný chybějící prkno ) . proto navrhovat vybudování dětský hřiště , sportoviště mladý odpočinkový zóna . dětský hřiště obsahovat pískoviště , klouzačka prolízačka . sportoviště se nacházet basketbalový koš branka ( takzvaný . multifunkční hřiště ) . odpočinkový zóna knihovnička , betonový stolek možnost posezení různý typ lavička ( opěrka hlava , podnožka ) . věřit , projekt pomoci smysluplně využít zapomenutý prostor , každý den oko .","předpokládaný uživatel dítě rodič , mladý důchodce . cíl nabídnout atraktivní prostředí věkový kategorie . přínos projekt využití starý rozbitý plocha sportovní vyžití , oddych relax .",1
multifunkční hřiště Tuřany,"vybudování volně přístupný multifunkční oplocený hřiště bez rozdíl . prostor bezpečný sportovní vyžití dítě mládež nejen . volně přístupný klecový hřiště . univerzální plocha hra míč bez míč . fotbálek , nohejbal , volejbal , basketbal , florbal , tenis , badminton , vybíjená , hokej tenisák jakýkoliv hra míč bez míč .","současný hřiště součást uzavřený areál organizovaný zájemce sport bezpečný místo vyvíjení aktivita . především dítě mládež , dospělý senior jistě prostor využívat .",1
průchod přes sada starý Lískovec,"cesta umožnit průchod most přes D 1 ulice Martin Ševčík jižní směr přes rozsáhlý areál jabloňový sad vyhlídkový místo možnost pokračování dále . vytvořit atraktivní vycházkový trasa , starý Lískovec dosud chybět . současnost 2 místo , kde lze starý Lískovec překonat dálnice D 1 , oba úměrně zatížit doprava . možnost cesta úzký chodník podél frekventovaný silnice Ostopovice , vést ulice Martin Ševčík směr Moravany , ovšem asi 600 metr těsný blízkost dálnice bez jakýkoli protihlukový ochrana . vzdálený spojnice Bohunice Moravany přes malý šířka zákaz vjezd široce zneužívat průjezd osobní automobil . zcela tedy chybět příjemný cesta mimo zastavěný území obec , což snižovat atraktivita bydlení okolí . navrhovaný průchod vytvořit chybějící vycházka trasa mimo zastavěný území obec , zpřístupnit vyhlídkový místo lískovecký kříž lesík jižní část katastr budoucno navázat pokračování cesta směr Moravany / Nebovidy napojení údolí Bobrava . srovnatelný turistický trasa okolí zatím chybět atrakitvní obyvatel široký období , zejména pak jaro , květ ovocný strom . podrobný údaj možný realizace . území obhospodařovat lískovecký ovocnářský družstvo , část pozemek patřit přímo město Brno . zájem město rámec možnost kompenzovat negativní jev blízký dálnice ( hluk , exhalace , obtížný prostupnost ) . zemědělský podnikání dotknout minimálně ( rozdělení areál malý ) . cesta vést přímo přes parcela 3234,3101 , 3236 3169 , případně zahnutě přes parcela 3235 , 3236 3169 částečný využití stávající cesta . místo řada strom vzniknout cesta sousední postupně přetvořit stromořadí , se nacházet oplocení zbytek areál .","projekt prospěšný obyvatel starý Lískovec široký okolí nabídnout chybějící příjemný vycházkový trasa přes atrakitvní oblast ovocný sad vyhlídka Brno . přispívat rovněž veřejný zdraví , neboť například . využívání trasa dojít malý vystavení negativní jev dálnice D 1 ( hluk , exhalace ) současný trasa podél . díky vycházkový trasa se rovněž zvýšit atraktivita bydlení starý Lískovec .",1
nultý kilometr,"nultý kilometr přitahování turista umístění Brno paměť . Sloup šipka napsat název město cele svět kolik kilometr vzdálit . nad sloup tvar ( 0 kilometr ) . turistický památka někde viditelný místo , přitahovat turista .","Sloup šipka přitahovat turista , , se fotit místo pak dát vědět kamarád , Česko takový místo .",1
rozhledna kraví hora tobogán,"stavba dřevěný rozhledna kraví hora možnost sjetí dolů koruna rozledna tobogán , umístění dle návrh jinde kraví hora . dřevěný rozhledna výška 15 20 minuta možnost sjetí dolů koruna rozledna tobogán tubus obtáčející rozhledna , lépe otevřený , uzavřený průhledný , vyžití návštěvník kraví hora .","vyžití široký veřejnost , dítě senior , brňák , turista , sport , zábava , kultura , zdraví , čerstvý vzduch zeleň .",1
rezervoár voda červený kopec,"místo se nacházet 100 metr hluboký vrt majetek MČ Brno Bohunice . doplnění rezervoár velikost cirka 30 metr 3 vzniknout velký zásoba voda , využitelný krizový situace nedostatek voda , hasičský záchranný sbor období sucho . navrhovat doplnit existující 100 hluboký studniční vrt rezervoár voda velikost 30 metr 3 , příjezdový komunikace plocha otočení cisterna čerpání voda . se nacházet pozemek majetek město Brno p . číslo . : 1425 , 1427 / 1 1451 / 3 . město Brno získat rezervní záložní zdroj voda využití krizový situace , kdy dostatek voda , kdy přerušit dodávka voda velký plocha , zdroj voda hasičský záchranný sbor poslední řada využití zalévání suchý letní měsíc případně kropení silnice .",zabezpečení záložní zdroj voda,1
Město lidé : obytný zóna botanický,"zvýšení bezpečnost snížení prašnost oblast bydlení . ulice botanický vybudování obytný zóna ulice kotlářský × sokolský . hledisko změna potřeba nic , neb jediný , se obytný zóna smět parkování mimo vyznačený parkoviště . zde parkoviště vyznačený . potřeba osadit značka začátek konec obytný zóna . Zhlediska bezpečnost zde významný zvýšení . vozidlo respektovat pohyb osoba dodržovat maximálně 20 kilometr / hodina . plynout nízký hlučnost prašnost . zároveň možný odstranit značka \ "" dát přednost jízda \ "" , neb výjezd obytný zóna se dávat přednost tam .",zvýšení bezpečnost snížení prašnost rezidenční prostor .,0
běžka cacovický ostrov !,"navrhovat vytvoření uměle zasněžený okruh běžka park cacovický ostrov . okruh umístit tráva uprostřed prostranství mimo hlavní cesta . podobný okruh Vypich . Brno obvykle téměř žádný sněhový sezóna . letos leden den trochu nasněžit . Lužánky během odpoledne sníh chodník prošlapat urovnat chodec , tam vyrazit běžka . super říkat se , se vymyslit něco , Brňák takto barák vícekrát jednou . běžka se totiž dát vyrazit blízko Vysočina , případně pokud něco napadnout , golf Jinačovice , jenže obvykle sníh ( letos se dát jednou ) . každý zima uměle zasněžovat asi 200 metrový okruh Vypich . se ukázat , Lužánky možný něco takový zbudovat , dost místo cacovický ostrov Brno Maloměřice . řeka , voda zasněžování hned dispozice . se nějak vymyslit umělý osvětlení . vzhledem nutnost použití sněhový dílo tam stejně přívod elektřina . se práce chvíle běžka , Brno super novinka . se předpokládat dát sponzorsky nabalit prodejce běžka , tam třeba testování lyže podobně . tam chodit dopoledne běžkovat škola . návrh nakreslit varianta okruh krátký dlouhý . vzhledem travnatý povrch se dát vymyslit tvar , případně délka závislost finance .",venkovní lyžařský dráha technický sníh poskytovat dítě dospělý možnost běžkovat Brno . dopolední hodina se například lež učit dítě ZŠ rámec tělesný výchova . dítě dospělý se konat výukový hodina instruktor .,0
zrcadlo přednost zprava Jan Uher,"cíl projekt umístění dopravní zrcadlo křižovatka Jan Uher x čápkův Jiráskův x Jan Uher , kde platit přednost zprava . dobrý výhled znemožnit zaparkovaný auto . zrcadlo pomoci bezpečný provoz . ulice Jan Uher křižovat ulice čápkův Jiráskův . platit zde přednost zprava . zaparkovaný auto skoro znemožňovat dobrý výhled řidič , povinnost dát přednost zprava . často nutný najet půlka auto křižovatka , vůbec vidět , zda zprava něco jet . správně umístěný dopravní zrcadlo situace usnadit zajistit dobrý výhled bezpečný průjezd auto , jet zprava . jednat se zrcadlo křižovatka Jan Uher x čápkův Jiráskův x Jan Uher .","zrcadlo zvýšit bezpečnost řidič průjezd daný křižovatka , usnadnit výhled tolik důležitý dávání přednost ušetřit nerv řidič , povinnost dát přednost zprava , kvůli zaparkovaný aut šance jedoucí auto vidět .",0
psí výběh Brno Vinohrady,"vybudování psí výběh městský část Vinohrady místo současný výběh , oplocený louka . Vinohrady , jakožto hustě zastavěný sídliště dle můj psí výběh citelně chybět , jelikož zde žádný velký prostranství , kde možný pes venčit , aniž obava možný kolize automobil úprk pes neznámo kam alespoň trochu mimo panelákový zástavba cítit se příroda . okolní městský část poslední léta pěkný psí výběh vzniknout se chválit . spousta místní pejskař se přát , psí výběh existovat zde Vinohrady . přesný , Vinohrady psí výběh existovat . nacházet se bývalý ZŠ bzenecký ulice , kus louka , bez jakýkoliv oplocení , koš odpadky , cedule výběh pes . výběh nevýběh se pokusit navrhnout podoba . celý výběh plocha zhruba 879 metr 2 oplocený ( asi 126 metr plot ) branka přístup cesta . cesta se nově vybudovat bezbariérový přechod , se výběh dostat lidé omezený možnost pohyb . přístupový cesta vydláždit zámkový dlažba , stejně malý ostrůvek uvnitř výběh ( 36 metr 2 ) , podél okraj lavička strom . ostrůvek zajišťovat , se výběh dostat lidé suchý noha horší počasí odkud pozorovat mazlíček . osvětlení zajišťovat lampa . okraj ostrůvek umístit pítko , zahnání žízeň lidé , pes . vchod výběh umístit koš zvlášť odpadky zvlášť psí exkrement . samotný výběh volně rozdělit část . lesík asi 9 strom , najít lidé pes stínka , pak část překážka pes prostor například hra míček / disk . více informace můj návrh obrázek možný naleznout můj blog , kde se trochu více návrh rozepsat https://bambusekd.cz/blog/psi",výběh poskytnout pěkný bezpečný místo venčení pes Vinohrady .,1
vyhlídka nad minizoo Špilberk 2,"vyhlídka nad minizoo objekt Špilberk číslo . 2 umožnit , hlavně dítě , celý veřejnost , turista pozorovat nadhled zde umístěný zvíře , pohled vzdálený ležící panna Pálava . umístění dřevěný vyhlídka lépe vyhovovat místo , kde hradba hrot více vybíhat výběh zvíře pod hradba / naproti hlavní přístupový cesta brána hrad ulice Husův / . dřevěný vyhlídka výška okraj hradba tvar buď kruhový plato , obdélník , čtverec hrot hradba , ochoz spojený hrot hradba , vždy zábradlí přístupový schod šikmý chodník . výplň zábradlí provést , přes výplň dolů vidět malý dítě . konstrukce vyhlídka smět poškozovat hradba . místo vidět výběh zvíře minizoo podél hradba oba . doposud možný objekt Špilberk číslo . 2 přes ktátký plot vlhko bláto . projekt sloužit potěšení , poučení zábava hlavně dítě , celý veřejnost , turista .","vyhlídka nad minizoo objekt Špilberk číslo . 2 umožnit , hlavně dítě , celý veřejnost , turista , pozorovat nadhled zde umístěný zvíře , vzdálený ležící panna Pálava potěšení , poučení zábava hlavně dítě , celý veřejnost , turista .",1
chodník řípský CT park slatina,"vybudování chodník bytový dům slatina CT park sehrát klíčový role snížování zátěž městský infrastruktura navýšení zdravý pohyb zaměstnanec pracující CT park . projekt spočívat vybudování chodník ulice řípský , viz přiložený fotografie . chodník spojit bytový dům postavený slatina CT park ( průmyslový zóna ) . momentálně jediný možný cesta přes trvalý travní porost kolem silnice řípský ulice . déšť , sněžení se tedy lidé brodit bláto . vybudování chodník dojít zvýšení atraktivita pěší dostupnost CT park bytový dům , což pomoci snížit nyní hodně vytížený silnice ulice řípský muž prospět zdraví pomoc pohyb cesta práce práce . chodník samozřejmě využívat , bydlet bytový jednotka , , alespoň část cesta práce přitom zablácený bota .","veřejný prospěch projekt spočívat navýšení počet zaměstnanec , se práce pohybovat pěšky odlehčit veřejný doprava místní infrastruktura méně auto silnice . navíc se lidé dostat zdravý pohyb , šetřit čas , protože se rámec cvičení dostat zároveň práce . předpokládaný uživatel tedy patřit především zaměstnanec CT park , ostatní , se potřebovat pěšky dostat stejný směr .",1
zdravý lepší voda Brno ( PD ),"kvalita voda Brno lepší kohoutkový , voda odtékající zpět příroda čistička odpadní voda , dostupný informace , voda obsahovat , zbytek lék , hormon , pesticid , mikročástice plast , nově nanočástice ! voda základ , důležitost snad nutný pochybovat , kohoutkový kvalita velice důležitý , stejně "" vyčištěný "" putující čistička zpět příroda , dle materiál test vyplývat , současnost dokázat voda kvalitně vyčistit , čistý , podzemní , pesticid kontaminovaný voda . třeba vytvořit technologický možnost ( například . doposud využívaný nanotechnologie oblast ) , umožnit odstranit doposud řešený zbytek lék , hormon , pesticid , mikročástice plast , nově nanočástice ! protože úkol velice náročný prostředek rámec projekt dát vy , omezený , navrhovat spracovat studie , zlepšit obecně kvalita voda odtékající čistírna odpadní voda kvalita kohoutkový . řešení drahý , určitě potřeba se zaměřit využít poznatek , včetně nanofiltr , řasa , bakterie podobně , . přesto , se jednat problém přijít , řešení okraj odborný zájem zájem veřejnost , což alarmující , hlavně zdraví , , zda nadále řeka zbytek hnojivo , prací prášek , antikoncepční hormon bezpečný nanočástice podoobeň pád nadále ryba živočich , potravní řetězec . zde několik inspirativní zdroj problematika : https://www.youtube.com/watch?v=ualbsjwjnve http://www.ceskatelevize.cz/ct24/veda/2231500 https://www.mojezdravi.cz/zdravy https://www.stream.cz/adost/10019123 https://www.novinky.cz/veda výsledek studie zcela konkrétní krok technologický charakter srozumitelný závěr běžný občan odborný vzdělání . právo čistý voda .","projekt dlouhodobý připravit cesta změnit , zastaralý , technologie , dlouhý odpovídat vysoký stupen kontaminace vody.Projekt ukázat pomoc odborník , jaký směr se vydat , navrhnout výzkum , následek konečně čistý řeka voda kohoutek . projekt se uskutečnit dříve , jakmile finance umožnit . předpokládaný dopad pak celorepublikový snad celoevropský , protože obdobný problém řešit sousední země .",1
pítko ptactvo sportovec Kénik,"vybudování estetický vodní prvek pítko ptactvo prostora zeleň pítko prostora dětský hřiště sportoviště ulice . Herčíkův králův pole . dodržování pitný režim zejména horký letní den základní životní potřeba živočich . vybudování pítko ptactvo forma esteticky provedený součást zeleň lépe dům Herčíkův 13 15 ( případně Herčíkův 9 ) využívaný vzhledný náhrada plastový obal plnící funkce . možnost osvěžení prostora dětský hřiště sportoviště ZŠ Herčíkův přivítat nejen návštěvník zařízení , kolemjdoucí . pítko zároveň přispět snížení znečištění plocha plastový obal nápoj . vzhledem blízkost obytný technický budova problém připojení vodovodní řad .",osvěžený obyvatel ptactvo zkrášlení prostora,0
veřejný gril Zamilc,"vybudování veřejný gril posezení , stůl přístřešek . místo setkávání trávení volný čas příroda . zamilovaný hájek krásný odpočinkový lokalita , dnes existovat ohniště . chybět tu zázemí sezení , stůl přístřešek . proto navrhovat vybudování veřejný gril dřevo uhlí lavice stůl . pod přístřešek možnost grilování horší počasí .","mladý , rodina důchodce trávit volný čas příroda .",1
informační stoupací cedule,"vzor Rakousko , Itálie Španělsko umístění každý dlouhý stoupání vrchol informační značka . informační značka hrana kopec obsahující cílový místo vrchol stoupání , délka stoupání průměrný sklon . značka vrchol obsahovat název cílový místo výška metr nad moře . příklad lze vidět přiložený fotka ( pořídit Malorka ) . využívat hlavně cyklista fajn vědět , čekat . nejen , každodenně projíždět kolo Brno , zahraniční turista domnívat se , dobrý informace ( brát zahraničí ) fajn zpestření , se moc vidět . motivační jistě běžec . zároveň se umístěný značka používat přesný označení stoupání sociální síť strava , kde se cyklista běžec porovnávat výkon . stoupání sice krátký zahraniční , proč vadit ? vhodný místo například : Kohoutovice 3 ( Žebětín , Lískovec , Pisárky ) , stoupání Masarykův okruh Žebětín , stoupání lesní asfaltka mokrý hora Soběšice , Maloměřice ulice soběšický Lesná Útěchov , kraví hora různý , Bystrc rakovec lesní asfaltka pod lipový vrch , mokrý hora nad Ořešín , stoupání starý osada Vinohrady , Vinohrady velký Klajdovka třeba prudký stoupání ulice Kytnerův Medlánky . jistě se najít pár místo katastr Brno . cíl žádný případ zaplevelovat město značka . navrhovaný místo periferie les , pokud centrum ( kraví hora , Kohoutovice Pisárky , Vinohrady ) , informační cedule vždy křižovatka , nikdo mást obtěžovat řidič , se křižovatka teď orientovat smršť značka .","sportovec motivovat , ostatní přinášet zajímavý informace okolí .",0
seznam se Brno 2018,"bývat dříve běžný se velký město vytratit , komunikace , otevřenost , lidství , ulehčit lidé ulice MHD komunikace vzájemný seznámení , hele , tady sledovat můj oblíbený seriál , , taky rybář , běžec . . . . . . základní myšlenka ulehčit komunikace seznámení lidé Brno napříč věkový kategorie hlavně doposud vzájemně známit lidé primárně občan město Brno , se město uzavřeně míjet , což přispívat negativní uzavřený atmosféra celý město . základní podoba pak takový , se vybraný místo Brno , například . informační centrum město Brno dát zaregistrovat www stránka seznam se Brno , kde pak občan dostat jedinečný identifikační číslo následný dostat placka číslo , stránka se nastavit buď sám pomoc vyškolený pracovník ( starý lidé ) kdo lidé napsat jaký podmínka zaručit dostatečný anonymita soukromí . se profil umístit fotografie konkrétní občan . platit lidé , internet , potřebovat pomoci registrace . ostatní se přijít placka číslo , zaregistrovat doma . placka číslo se pak občan umístit symbol ( samolepka ) vyjadřovat zda se seznámit účel vztah , se popovídat například . nějaký zájmový aktivita . registrační číslo pak sloužit úplně méně odvážný občan pozdě kolemjdoucí , zaujmout ozvat vzkaz , dotační možnost diskrétně přijmout sám se pak rozhodnout , zda reagovat , nikoli . webový stránka pak důležitý informace změna časově omezený akce ovlivňovat dalše dění akce . předcházet velký reklamní kampaň Facebook , plakátovací plocha celý Brno , stránka město podobně . občan se akce zúčastnit bez registrace . bez identifikační číslo , omezení , provázet .","kdy se někdo ulice někdo usmát ? ? kolik lidé se cesta práce zpříjemnit den prohození několik věta ? komunikace základní prvek každý vyspělý společnost , se přesunout převážně komunitní bublina , sociální síť , dlouhodobý hledisko velice negativní , zkusit vrátit běžný komunikace zpět lidi.Sý část www stránka motivační video dobrý rada kdo kdy oslovit naopak kdy vhodný ,",0
tichý noční rozjezd,"drobný investice trolejový vedení , umožnit vybraný noční linka provoz parciální trolejbus . DPMB právě pořizovat 10 parciální trolejbus , dle dosavadní informace pravidelně využít nějaký hybridní linka , elegantní řešení výluka . nabízet se možnost využití , investice efektivní . navrhovaný projekt řešit investice infrastruktura využití část pořízený vůz noc , rámec noční linka , velký podíl cesta pod trolejový vedení . elektrický trakce energeticky výhodný , místo provoz podstata bezemisní poněkud tichý , což ocenit zejména rezident podél linka noční hodina , jednoznačný přínos . vybrat linka 93 97 , prohození poloviční část trasa vytvořit autobusový linka ( Útěchov Soběšice centrum Líšeň ) parciální trolejbus ( komín králův pole centrum Kohoutovice ) . současně dojít úprava trasa : Česká Skácelová linka trolejbus vést trasa denní linka 32 přes slovanský náměstí . instalace několik takzvaný . natrolejovací stříška vybraný zastávka , kde se stojící trolejbus automaticky napojit sběrač vedení , spolu drobný úprava trolejový vedení ( instalace výhybka spojka ) onen drobný investice město infrastruktura . zbytek projekt spočívat využití pořízený . výhoda , krom zmíněný čistý tichý provoz ( zejména Kohoutovice , Pisárky , část starý Brno nemocnice část komín obtěžovat noc hluk projíždějící autobus ) , efektivní využití vozidlo , úspora pohoný hmota , zlešení obsluha Králov pole zajímavý spojení severozápad část Brno mnohý ( viz nízko ) . orientační , spíš nadsazený . rámec provoz lze počítat úspora elektrický proud ( odběr noc ) versus . spalovací motor . podrobný technický informace včetně případný výhledový úprava linka ( 96 , 99 ) schéma velký rozlišení lze vyčíst zde : https://uloz.to/tam/","realizace záměr ušetřit spousta obyvatel hluk emise , ušetřit provozní náklad zlepšit komfort dostupnost hromadný doprava Brno !",1
