,Unnamed: 0,project_name,project_description,public_interest,status
68,68,Workout hřiště v park Lužánka ,"ten jak se chovat většina člověk v určitý země , se vytvářit národní identita , kultura , hodnota ... množství odpad , který člověk běžně vyhazovat v příroda i na ulice , či všímavě chodit kolem , vyjadřovat ten kdo být a chtít být , jít ten zkusit změnit stát se již v Brno , smutný pravidlo , že být všude poházený odpadek , být jeden , zda být na sídliště , v centrum , nebo v les za Brno , být všude a většina člověk být tento bezpečný jev lhostejný , být výjimka vidět ten samý odpadek na zastávka , nebo mezi on , týden měsíc , nebo rok .. odpadek zejména ten malý být tolik , že být v lidský moce být všechen , nebo většina vysbírat , co ten znamenat pro vodní tok les , půda a ten pád i pro člověk , by být na kolikasetstránkový studie .. jistý však být , že ten být bezpečný trend , i dědictví , když být člověk , jeden , že znečistit les , řeka , zastávka , být on lhostejný i další důležitý společenský hodnota . dítě vychovávat rodič , dospělý , by mít usměrňovat systém , který však reagovat . řešení jistě být jednoduchý , ale moct by všeobecný zájem o tento problém , zlepšit reklamní kampaň zaměřit na odpovědnost každý z my , který by oslovit všechen vrstva společnost a vhodný způsob by on připomnět náš díl odpovědnost , na veřejný pořádek . trochu číslo : třeba takový vyhozený baterie se rozkládat cca #num# – #num# let , ale zároveň uvolňovat do půda velmi bezpečný látka , který moct značně poškodit životní prostředí a ohrožovat živý organismus igelitový sáček se rozkládat #num# léto , plastový kelímek #num# léto a takový PET láhev potřebovat celá #num# léto ! skleněný láhev dříve za #num# #num# #num# #num# léto . polystyrén desetisit léto a mnoho . každoročně končit v volný příroda v Česko až #num# milion PET lahev , mluvit o další drobný odpad , který by spočítat , ani Ferda mravenec , kolik být ten v Brno , být jistě zanedbatelný číslo , což být i vidět . tento reklamní kampaň být jak v ulice , tak na asocialni síť . na hodně problematictký místo , zaměřený specificky , zcela konkrétně na obyvatel , který tam žít ! kromě ten , by moct dojít v vytypovaný úsek dojít , k označení trvanlivý barva na zem , cesta k blízký třídící bod .. metr a při tento příležitost , by moct i nastat diskuze o umístění další sběrný nádoba , nebo koš ","projekt nejvíc ocenit dospělý a mládež s zájem o sport a ten z všechen sociální vrstva . veřejný prospěch projekt spočívat v ten , že rozšířit možnost sportovní vyžití v park Lužánka všechen člověk , který tam už nyní za sport mířit , ale také přilákat další , který mít zájem o posilování , ale moct se dovolit drahý vybavení nebo navštěvovat posilovna . také samozřejmě potěšit všechen ten , kdo chtít cvičit na čerstvý vzduch . ",1
69,69,Chilloutový zóna v Medlánka ,"tento projekt řešit zpevnění povrch cyklostezka mezi ulice křenový a tkalcovský v úsek od přejezd železniční vlečka a železniční most . část již být před let vyasfaltovat , ale část zůstávat na velmi kvalitní asfalt / hlína , kde město jen zvládat písek s štěrk zasypávat díra . navíc se tam přejíždět železniční kolej , který vést do nějaký firma . povrch stezka poblíž přejezd kolej být uzpůsobit přejíždění kolej na kolo . a právě u kolej končit nový asfalt ( v směr od ulice křenový ) . ","pro místní občan i kolemjdoucí vzniknout jedinečný prostor , kde se moct zastavit a zastavit se před příliš rychlý svět . vzniknout tradiční pojetí otevřený zahrada , výletní odpočivadlo , arboretum a místo k setkávání . člověk , který přijít , by mít sám pochopit , že místo on sám lákat dovnitř . ústřední motiv být člověk , příroda a jejich interakce . prostor být součást zahradní terapie , místo , kde se každý najít poklid a hlavně energie , locus amoenus v Medlánka . v poslední řada se jednat o pilotní projekt , který v Brno dosud být . kromě Medlánka se moct inspirovat kterýkoliv městský část . ",1
70,70,Bikepark lesný ,"rád by vytvořit oplocený pozemek pro výběh pejsek s agilit prvek , jako kruh na proskakování , kužel na překážkový běh , tunel , balanční chodníček , psí pisoár , lavička pro páneček , odpadkový koš se sačka na exkrement v Jundrov my dlouhodobě chybět místo , kde by se moct pejsek volně proběhnout , být tu spousta pejskař a daleko se nacházet cyklostezka kudy se vydávat na procházka spousta pejskař i s pejsek , tudíž ideální místo pro zastavení a setkávání . ","myslet se , že když se mladý člověk věnovat svůj koníček spadat potom do kolej takový pouliční ´ zevlák ´ apod . ! když být mít kde jezdit a trávit svůj čas , tak se být tolik jezdit po ulice a ničit například lavička nebo schod či zídka svůj sport .. myslet , že se každý z my několikrát do týden potkat s někdo kdo jet rychle na skejta po ulice nebo skupinka člověk s kola který skákat z schod po který by se samozřejmě mít jenom chodit .. když být mít kde svůj sport vykonávat , tak takový pouliční bezpečný jízda určitě ubýt .. ",1
71,71,barevný sloup v ulice heršpický ,"bez současný zahraniční literatura se moct jen hrát na věda . jako dítě na úpatí "" hrací hora "" , Špilberk , jehož jméno s hraní souviset . být ten o ten složitý , že i v zahraničí vycházet kniha v stín . vykládat dějiny jinak než se učit v škola . na internet být bezpočet oskenovaný kniha , který se smět zdarma přečíst na svůj počítač . být tam ale kniha z nový doba , který podléhat ochrana autorský právo . bez on žít v výklad historie ještě v #num# . století . jenže v #num# . století my pozitivismus v snaha o kritický výklad minulost do značný míra odříznout od kniha , který být psát do #num# . století . moc my ten zbýt . jen možnost začít ten v Brno měnit . kdo stát o vzdělání , stát o moudrost z internet i kniha . z všechen zem a z různý doba . kdo stát o vzdělání , stát o hodně kniha v dostupný knihovna . když vidět výsledek čtyři léto participativní rozpočet , mít v Brno řad univerzita , vědecký ústav akademie věda ČR , desítka knihovna - ale kde se ztratit zvědavost , touha po vzdělání , kde se ztratit knihovnice , který milovat kniha , kde učitel , který chtít dobře učit , kde vědec , který chtít vědět hodně a mnoho my zprostředkovat ? kde být nadšený amatér ( od latinský amo = milovat ) , který by jako už tolikrát v minulost dělat na vlastní náklad práce za ten , který být ověšet titul a platit stát ? kde být se ztratit jako tým , který se místo závist , výčitek a sobectví dokázat podat ruka , společně se vytknout cíl a dosáhnout jeho naplnění ? ",obarvit šedý město . krásný město pro obyvatel i návštěvník . rozvoj použití manuál jednotný vizuální styl město . ,0
72,72,převléct řidič MHD ,"vytvoření on-lin dostupný mapa s vhodný , dosud značený pěší trasa , turistický cíl a fotografie , na jejíž obsah se být moct podílet obyvatel Brno . bezprostřední blízkost les k obytný čtvrť zůstávat doceněný přednost náš město . kvůli relativně nízký hustota síť značený cesta být obyvatel postrádající znalost terén odkázat jen na omezený počet možný vycházkový trasa . cíl projekt být vytvoření on-lin dostupný stažitelný mapa vhodný pěší trasa . projekt počítat se značení cesta v terén – s ohled na dostupnost GPS na většina mobilní zařízení být orientace napomáhat přesný vyznačení všechen cesta podpořený fotografia klíčový rozcestí . z mapa být daleko možný např . zjistit sjízdnost cesta s kočárek či schůdnost za mokro . zároveň být v mapa vyznačit oblast , který z důvod např . soukromý pozemek či ochrana příroda být pro pohyb veřejnost vhodný . v první stadium být skupina mapovač do aplikace zanést cesta nabízející alternativa k frekventovaný trasa a cesta k přírodní a další zajímavost , přičemž být zohlednit zejména návaznost trasa na zastávka MHD . v druhý stadium být tvorba obsah otevřít široký veřejnost , který být moct po schválení kurátor mapa přidávat vlastní trasa , fotografia , místopisný údaj či poznámka k aktuální stav cesta . ","projekt přinést řidič komfortní , ale zároveň důstojný oblečení , zvýšit hrdost na jejich povolání a sebeidentifikace s město , pro který pracovat . občan přinést spokojenost s kvalitní reprezentace městský podnik a respekt od návštěvník město . zajímavý dobrý uniforma moct k DPMB patřit stejně odmyslitelně jako dnes třeba typický brněnský noční rozjezd . ",0
73,73,nový cesta vedle Platinium ,"v Brno Řečkovice v Podhájí na místo bývalý dolní rybník existovat retenční nádrž , který být po většina rok prázdná . navrhovat obnovení tento rybník . technologie být připravit , stačit jen spustit stavidlo . částečný zatopení zamilovaný hájek zvýšit atraktivita místo . zlepšit se i mikroklima v oblast především v letní horký měsíc . v zima být možný zamrzlý plocha využívat na zimní sport . ","vybudovat se propojení mezi dva ulice , který se nyní stejně využívat , ale vzniknout spontánně , být nijak upravený , být ten blátivý stezka zarostlý nálet . být ten zanedbaný bezpečný místo , který získat lidský rozměr . být on využívat všechen člověk z okolí . ",1
74,74,Socha rodina ,"výstavba kompozitový pumptrackových klopený zatáčka u pumptrack na Cacovický ostrov v Brno - Obřan . Brno být cyklistický město o ten být pochyba . cyklistika navíc v současný komplikovaný pandemický situace umožňovat široký veřejnost posilovat fyzický i duševní stav . v Brno - Obřan se v minulost podařit vybudovat základ pumptrackový kompozitový dráha , který nyní tvořit dva linie pumptrackův vlna . tento rovný úsek být bohužel vzájemně propojený klopený zatáčka . Absemec tento zatáčka značně omezovat využitelnost dráha a komfort jízda na on . v normální stav sloužit pumptrackový trať k zážitkový jízda , kdy k pohyb jezdec být využívat změna těžiště tělo podobně jako při houpání na houpačka . jízda na takový trať docházet k posílení rovnováha a výuka zakladní jízdní dovednost . trať se získat značný obliba veřejnost a být často využívat cyklista , bruslař na kolečkový brusle , koloběžkář , skateboardista a malý dítě na odrážedlo . v prostor kde chybět zatáčka docházet k nadměrný zatěžování zpevněný podklad . ten se projevovat na stav a povrch celý prostor . například při jízda na brusle nebo mini koloběžka , kde být malý kolečko muset dítě z bezpečný zdrsněný kompozitový povrch trať zvládnout přechod na zpevněný , kluzký a také nezřídka rozbahněný povrch . při následný zahájení další jízda být ten obráceně , a proto docházet k vynášení bláto a nečistota na trať a ten se její povrch špinit a stávat se kluzký . řešení by být doplnění stávající rovný úsek kompozitový klopený zatáčka . dílo zatáčka být standartní sortiment dodavatel pumptrackových dráha a dát se jednoduše připojit . ","Socha trojgenerační rodina mít připomínat důležitost hodnota rodinný svazek a dobrý vztah v rodina . umístění socha dobře nechť vzejít z veřejný debata , navrhovat ulice dominikánský . v foto příklad realizace jinde v svět . ",1
75,75,lesopark a pěší cesta u kociánek ,"cíl projekt být vypracování projektový dokumentace na rozšíření komunikace , realizace chodník a cyklostezka pro pěší od zastávka MHD přístavní na hráz přehrada a daleko na ulice hrázný . chodník by zajistit bezpečnost chodec na velice , hlavně v letní měsíc , frekventovaný komunikace . chodec jdoucí od zastávka MHD přístavní k hráze přehrada a daleko po ulice hrázný mít jiný možnost , než jít po značně frekventovaný komunikace . procesí člověk valící se k hráze , matka s kočárek , dítě na různý "" přibližovadlo "" , pobíhající pes , cyklista a mnoho i s dítě na kolo nebo vezoucí dítě v přívěsný vozík , se střetávat s proud člověk jdoucí ulice hrázný a od hráz směr k MHD . situace bývat přehledný a často bezpečný , neboť dva proud člověk většinou jít po stejný strana úzký silnice a mezi on kličkovat přetržitý proud auto odbočující na parkoviště nebo vyjíždějící z parkoviště nebo jedoucí přes hráz nebo směr od hráze . kdo vidět , uvěřit . také v večerní hodiny být chůze po tento komunikace bezpečný , neboť veřejný osvětlení být velmi chabý a tak ojedinělý chodec bez reflexní prvek moct být řidič auto přehlédnout . vybudování chodník by zajistit bezpečnost pěší návštěvník přehrada , pokud by se podařit rozšíření komunikace i o cyklistický stezka , být by zajistit bezpečnost cyklista a o bezpečnost my všechen přece jít . ","obnova lesopark při jižní konec ulice Myslínův , který být oblíbený trasa vycházka směr do zamilovaný hájek . obnova a výstavba pěší cesta pro místní obyvatel v rozvojový residenční lokalita . zajištěný pěší ( příp . cyknout ) dostupnost uzlový bod královopolský nádraží a Mojmírův náměstí pro místní obyvatel , klient a návštěvník domov důchodce a ústav Kociánka . ",0
76,76,přeložka ulice Kociánka ,"po uplynulý rok pandemie COVID- #num# navrhovat přehodnotit náš vztah k myčka na nádobí . #num# % zničení virus v výdejna strava v MŠ pomoct snížit nebezpečí rozšíření nakažlivý nemoc v náš město . v současný moderní čas už asi polovina domácnost mít v kuchyň myčka na nádobí . být ten tak běžný věc jako třeba mobilní telefon . proto já překvapit informace , že hodně mateřský škola mít myčka na nádobí v výdejna strava jednotlivý třída . zvláště v doba různý pandemie , např . COVID- #num# . být přece znám , že tzv . běžný infekční nemoc jako chřipka , salmonela či žloutenka … atd . , také nikam zmizet . Koronaviry pořád mutovat a stávat se mnoho nakažlivý . být ten názor , že nákup a vybavení výdejna v třída školka myčka být možný zastavit případný nákaza vira a baktérie v oblast důležitý úsek stravování ten malý nach spoluobčan . vědět , že za den v každý skupina s #num# dítě se ručně umýt cca : #num# talíř , #num# sklenička , #num# příbor a #num# tác ? muset poděkovat všechen pracovník , který vykonávat tento práce . francouzský vědec z univerzita v Provence zjistit , že koronavirus lze rychle likvidovat ( v průběh #num# minuta ) při teplota #num# ° C. Je-le zahřívaný na #num# ° C , pak časový doba muset být cca #num# hodina . myčka na nádobí moct pára zničit virus a bakterie na #num# % ( ruční umytí lze dosáhnout velmi složitě tento výsledek ) . ","projekt připravit přeložka ulice Kociánka , který být v daný místo velmi bezpečný z hledisko pohyb chodec v prostor bez chodník v okolí zastávka sadový až po ulice Kepákův , z hledisko sklonový poměr , z hledisko nedodržování předepsaný rychlost vozidlo řítící se do město od Soběšice v dojmout , že ještě být přeci v město a častý řezání zatáčka přes plný čára v bezpečný esíčko s velmi omezený rozhled . přeložka umožnit definitivní a komplexní řešení trasování také chodník , který v lokalita citelně chybět . ",0
77,77,komunitní přírodní zahrada pro dítě a jejich rodič - na městečko v Líšeň ,volně přístupný dráha na hobby závod a poježdenit . mít být v Brno jediný dráha v Ivanovici co být volně přístupný co by patřit spolek nebo klub . proto navrhovat zřízení nový dráha typ onroad . být přesvědčený z jako oddychov místo pro rodina a modelář . a nespočet jezdec z celý Brno a okolí ten taky uvítát . jednat se o složitý projekt - Betonův plocha tribunka a obrubník s tvar zatáčka s přilehlý posezení . klidně já i další jezdec by být s realizace pomoct jen o vy chtít trochu podpora .... děkovat ,"zvelebení zanedbaný zahrada v centrum městský část . smysluplný využití zahrada . setkávání komunita , možnost využití pro vlastní kreativita . osvěžení pro čekající na zastávka . cílový skupina být dítě a jejich rodič či prarodič - společně strávený rodinný čas . ",1
78,78,propojení Žebětín i horní část Bystrc s Kohoutovice pro pěší i cyklista ,"doplnění parčík u Vaňkův náměstí o venkovní posilovna , který rozšířit nabídka trávení volný čas , který tady zatím citelně chybět . venkovní posilovna být ideální nástroj k zlepšení kondice v jakýkoli věk - posilovat se vlastní váha tělo . cvičící stroj být umístit pod širý obloha a nonstop přístupný kdokoli , nejen pro klasický „ posilovač “ , ale i třeba dítě na protažení či zaskotačení se jen tak . plocha být již částečně zpevněný a rovnat , vhodný na takový vybavení . vedle být hřiště pro malý dítě a v plán by být doplnění ještě o tzv . fitprvka ( cvičící stroj pro dospělí , na který se však rád prohánět i dítě ) , takže takový trio pokrývající všechen generace . MČ Brno-střed mít již zpracovaný předběžný návrh , jen patřit bohužel mezi priorita , aby se na on vyčlenit i finanční prostředek . ","obyvatel Brno získat atraktivní a hlavně bezpečný propojení pro pěší i cyklista na Žebětín , podkomorský les , na autodrom Brno a samozřejmě brněnský přehrada , s možnost daleko pokračovat po turistický značka až do údolí bílý potok . a opačně , umožnit obyvatel Žebětín , kam a horní část Bystrc dojít bezpečně pěšky či na kolo do obora Holedný a daleko pokračovat po jenž hotová cesta směr na Kohoutovice i na centrum Brno . ",1
79,79,do škola i školka po chodník ,kompletní rekonstrukce povrch volejbalový hřiště včetně oprava odvodnění a vybudování systém kropení . tento oprava přinést zkvalitnění povrch a ten umožnit kvalitní a bezpečný sportování a zároveň snížení prašnost v okolí kurt . • rekonstrukce hrací kurt být nutný pro další používání a rozvoj pohybovýchaktivita v rámec volejbalový kurt Lužánka . • současný skladba povrch kurt být vyhovující vzhled k umístění kurt a ten odpovídající hladina spodní voda . • oprava odvodnění být zbytný vzhled k ten že kurta být nízký místo v rámec široký okolí a být odkanalizovat . • vybudování systém kropení volejbalový kurt být umožnit kvalitní péče o volejbalový kurt před i v průběh hra a jejich uvedení do původní podoba po skončení hra . • dostatečný kropení hřiště se zvyšovat pevnost povrch a snižovat se poškození vli-v mechanický namáhání . • dostatečný kropení se snižovat prašnost hřiště v průběh používání a ten docházet k zvýšení ochrana zdraví sportující osoba a k celkový zkvalitnění prostředí • dostatečný kapacita kropení zkrátit doba potřebný pro příprava hřiště a ten zvýšit kapacita využívání volejbalový kurt . • kompletní rekonstrukce povrch metoda patentní deska zajistit vysoký kvalita povrch vhodný pro uvažovaný zatížení • oprava okolní plocha v rámec areál volejbalový kurt Lužánka zajistit zlepšení prostředí a umožnit široký využití areál . ,"veřejný prospěch projekt spočívat v zvýšení bezpečnost a komfort občan v výše zmíněný lokalita . předpokládaný uživatel být především občan bydlící v vnitroblok úvoz #num# , vchod abc , daleko občan z blízký okolí vodící do místní ZŠ a MŠ svůj dítě a konečně dítě z dva školský zařízení . ",0
80,80,Obousměrka pro cyklista ,"např . na ulice pekařský se prakticky nacházet parkovací místo pro rezident ani dostatek prostora pro dítě . najít dobře využitý kousek město a zkvalitnit přidání rekreační zelený plocha s možnost parkování pod on . parkování v Brno být velmi obtížný . zejména rodina s malý dítě a kočárek potřebovat mít možnost zaparkovat v okolí svůj dům . cíl projekt on vyhledat dobře využitý kousek zeleň , tak aby moct vzniknout zastřešený parkovací dům s snadno dostupný zelený střecha přímo z ulice . zatímco co by střecha sloužit k odpočinek a rekreace pro starý obyvatel bez auto , dětský hřiště pro mladý rodina z okolí a oáza stín v rozpálený ulice letní město , tak pod plocha by se nacházet skrytý parkoviště , který by rušit okolí a řešit nedostatek parkovací místo pro rezident v daný oblast . ","z navržený opatření být mít prospěch jak cyklista , tak pěší a automobilista . ",1
81,81,můj pes a já - dva bez domov - pokusit se usnadnit on život ! ,"chtít vybudovat na sadový venkovní sportoviště , volnočasový kout , zejména pro dospělí , protože v tento část město on místní velmi postrádat . zároveň by na jeden z poslední zastavěný pozemek v tento lokalita chtít zachovat zeleň . na městský pozemek #num# / #num# by tento areál navázat na právě realizovaný dětský hřiště - tam se moct váš dítě hrát , zatímco se vy na dohled protáhnout tělo např . na hrazda nebo zaběhnout pár koleček . jeho součást by být zejména zpevněný ovát pro běh / jízda na kolečkový brusle , velký workoutový sestava a na zbylý část strom / keř , trávník a několik lavička . ","pomoc lid bez domov , když se dostat do kritický situace , tak , aby němět starost , co být s jejich pes . ",1
82,82,můj pes a já - dva bez domov . pomoct my ? ,"cíl projekt být realizace asfaltový cesta od autobusový zastávka Štouračův k průchod pod R #num# . jít o přístup do údolí oddech pro několik tisíc člověk a použitelnost výběh pes . v vlhký počasí být prostor cesta rozbahněný , čtyři měsíc v rok prakticky použitelný . jít udělat úprava cesta . ","existence boud umožnit člověk bez domov umístit v on svůj pes a ten získat možnost využívat služba příslušný zařízení , např . sprcha , noclehárna , denní centrum apod . ",1
83,83,oprava cesta od hřbitov Židenice k ulice Révov - Vinohrady ,"v blízký okolí Lužánka se nacházet žádný veřejně přístupný basketbalový hřiště . hřiště nijak významně narušit současný vzhled Lužánka , pouze doplnit stávající sportovní aktivita . v rámec projekt se jednat o vybudování #num# basketbalový hřiště o klasický rozměr #num# x #num# m ( hrací plocha ) , #num# x #num# m ( celkový plocha ) s dva koš na stávající betonový plácek , který být využitý . případně určit pro hřiště jiná , vhodný místo v Lužánka . podmínka být , aby být hřiště veřejně přístupný pro široký veřejnost a podléhat povinný platba za vstup . ",zkrácení cesta pro pěší z sídliště Vinohrady na starý osada . ,1
84,84,výstavba cyklostezka od konec garáž na ulice Balbínův k ulice Révov ,"venkovní prostor v centrum Brno s stánek s jídlo a pití , sloužící k setkávání člověk , odpočinek a zábava , v atraktivní prostředí na kraví hora . účel on vytvořit příjemný místo odříznutý od město , zároveň uprostřed on , kde se moct setkávat člověk všechen věkový skupina , dát se něco dobrý k jídlo i pití . střídat by se zde různý světový kuchyň . podpořit by místní podnik a ten by připravovat svůj specialita . konat by se tu i tématický večer s živý hudba , festival jídlo , ochutnávka víno či pivo . odpočinout by se člověk moct za hezký počasí v křesílko . chtít by , aby se tu návštěvník cítit příjemně a moct se odprostit od každodenní starost . tematický večer by se konat příležitostně v období jeden rok . ","v současný doba existovat cyklostezka z střed město Brno na Vinohrady , do Líšeň nebo do mariánský údolí k cyklostezka , který vést do ochoz nebo směr Podolí . ",1
85,85,mít nadhled - rozhledna na červený kopec ,"rád by , aby na zarostlý plácek za pivovar u Mendlův náměstí vzniknout workout hřiště . v centrum Brno být nedostatek prostor a příležitost k aktivní rekreace . chtít aby pro Brňan vzniknout další možnost , jak užitečně a příjemně trávit volný čas Workout hřiště být venkovní prolézačka pro mládež a dospělý . konstrukce jednotlivý prvek být určit na cvičení s vlastní váha tělo . mezi cvičební prvek smět chybět například hrazda , bradlo , žebřina nebo monkea bar . pod cvičící konstrukce být vhodný dopadový plocha . kromě cvičební prvek vzniknout i zastíněný posezení , výsadba strom a vybudování #num# sloup na ukotvení slacklin . cvičení na workoutový hřiště být vhodný pro začátečník i zdatný gymnasta . Workout být zdravý , levný alternativa k vnitřní tělocvična . Workout hřiště podporovat zdravý životní styl , umožňovat setkávání a mít pozitivní vliv zejména na dospívající . Workout být pro mladý fenomén , který on odvádět od počítač k sport a rovněž přispívat k potlačení žádoucí vliv . Slacklin neboli moderní provazochodectví být sport , který být u my na vzestup . balancování na slacklin všestranně rozvíjet tělo . napomáhat zejména správný držení tělo , zapojení různý svalový skupina a celkově zlepšovat rovnováha a schopnost soustředit se . proč právě plácek za pivovar ? plácek být příjemný zelený oáza klid , nedaleko rušný úvoz . zhruba polovina být travnatý plocha , který být občas využívaný k piknik a hra . druhý polovina být zarostlý a zanedbaný . rád by , aby workout hřiště vzniknout v zarostlý část . součást rozpočet být i odstranění křovina a úprava povrch . plácek být přístupný z Mendlův náměstí ulice pivovarský , a z úvoz ulice Trýbův . ","ten , že se na červený kopec postavět rozhledna , se značně rozšířit výhled do okolí , nejen do střed město , ale na všechen světový strana . z jeden místo tak být mít návštěvník možnost pozorovat historický budova v centrum i moderní stavba v přilehlý okolí , jako být např . kampus Masarykův univerzita . rozhledna být zároveň oblíbený turistický cíl a atrakce pro malá i velká . rozhledna přilákat pozornost k krásný místo Brno , který se do budoucno zasloužit dobrý péče . v těsný blízkost se také nacházet stejnojmenný národní přírodní památka , který by se také moct stát čas hojně využívaný návštěvník k trávení volný čas , což výstavba rozhledna ještě umocnit a podpořit . ",1
86,86,lavička u my ,"dát mládež možnost zábava pohyb , jako prevence žádoucí jev spojený s její výchova . zvednout náš dítě od monitor . kvalitní zařízení v dostupný vzdálenost nechť být silný inspirativní prvek pro smysluplný využití volný čas . jednat se vybudování betonový skatepark pro pohybový aktivita spojený s jízda na skateboard , koloběžka , či in-lin brusle . Skatepark být celobetonový dráha s překážka v volný prostor . zpravidla mívat několik výškový úroveň spojený rampa a schod a moct být doplnit u rampa , či tzv bowlo ( bazén ) . mít by se jednat o stavba zařízený sloužící pro sportovní vyžití dítě a mládež . záměr být prioritně určit pro cílový skupina #num# - #num# let , jejíž příslušník velmi často trávit většina volný čas u PC a obtížně hledat cesta k pohybový aktivita . Skatepark poskytovat venkovní zábava v duch pohyb . jeho využívání být moderní a oblíbený aktivita , který oslovit a přirozený forma přivést k pohyb i mládež dosud zapojený v organizovaný sport . existence technicky vyspělý zařízení moct motivovat také k vznik komunitní skupina , který se aktivita daleko systematicky věnovat . projekt navrhovat protože podobný zařízení v městský část Brno-Chrlice dosud chybět . věřit , že investice do smysluplný vyžití volný čas mládež se společnost vyplatit . na provozní náklad projekt se být finančně podílet městský část . ","lavička by sloužit občan zejména na tramvajový zastávka , u zdravotní středisko , u cesta , po který chodit člověk do práce , u prodejna , u lékárna , k odpočinek pro maminka s kočárek , dítě , důchodce a procházející k odpočinek .. ",1
87,87,ovocný fitpark pro zahrada líšeňský orlovna ,"dát dítě atraktivní hřiště a zábavný forma přivést k pohyb i dítě , který být nadchnout pro výkonostní sport . projekt spočívat v zbudování sportovně-herní zóna pro starý dítě a mládež . jednat se o vymzený území bez oplocení osazený především lanový herní prvek případně v kombinace s kůl apod . součást území by mít být pumptrackový dráha s terénní vlna a klopený zatáčka pro BMX a MTB kola . relaxační funkce území být podpořit zelení a daleko rozmístění vhodný mobilář . projekt navrhovat protože v městský část Brno-Chrlice se dosud nacházet podobný území a především mládež tak mít mnoho příležitost věnovat se tento druh aktivita . v podstata tak dítě muset za podobný aktivita dojíždět do jiný městský část , či hledat náhražka pro jízda v překážka , či lezení na konstrukce , což často bývat zdraví bezpečný . na provozní náklad projekt se být finančně podílet městský část . ","projekt být cílen na všechen . který mít zájem o venkovní sportovní aktivita . sloužit také jako setkávání skupina přátelit či rodina . na svůj zde přijít jak dítě , teenager , ale i senior a člověk střední věk . důležitý myšlenka a srdce projekt být zachování sportovní ráz zahrada orlovna , který odjakživa sloužit jako sportovní zázemí Líšňák . využití předpokládat nejen pro starolíšňák , cílen být také na nova vznikající sídliště na ulice Holzův směr k Podolí . v tento lokalita být očekávat velký nárůst výstavba a s on samozřejmě přicházející mladý rodina s dítě . v souvislost s plánovaný rozšíření tramvajový linka od Stránské skála právě na ulice Holzův , být také pohodlně přístupný pro obyvatel z blízký městský čtvrt . ",0
88,88,legalizace průjezd pro cyklista po chodník podél kníničský mezi Sochorová / Stránského a svratecký ,"a co dítě , mít se kde hrát ? na rušný hlinka a kolem Mendlův náměstí bohužel moc možnost mít . rád by ten změnit a vybudovat pro dítě hřiště před hlavní vstup na výstaviště zatímco na sídliště valem přibývat krásný a různorodý dětský hřiště , centrum Brno v tenhle ohled zaostávat . ale i tady bydlit rodina s dítě , který se potřebovat někde vyhrát . jít on ten , prosit , umožnit . před výstaviště se nacházet zelený plocha přibližně čtvercový tvar o celkový plocha něco přes #num# m #num# . tento plocha být nijak využívaný . z tři stan být ohraničený živý plot a z jeden strana řada lavička . rád by aby v tento přirozeně ohraničený prostor vzniknout dětský hřiště . hřiště být určený primárně pro dítě od #num# do #num# let . na hřiště být postavit oblíbený herní prvek - pískoviště s zastínění , zapuštěný trampolína , houpačka , kolotoč , domeček s skluzavka , pružinový houpadlo , síťový pyramida . kromě herní prvek být součást projekt vybudování #num# vstup , výsadba strom a zřízení lavička a odpadkový koš po obvod hřiště . ","odstranit současný dilema člověk na kolo , zda jet legálně bezpečně po chodník s minimum chodec , nebo legálně bezpečně po čtyřpruh s povolený #num# km / h ",1
89,89,cyklostezka Rakovecký ,"cíl projekt být nový a moderní hřiště pro dítě i dospělí , tak aby se mít kde hrát . mnoho dlouhý léto být stávající hřiště v Brno slatina při ulice vlárský v žalostný stav a velmi zřídka využívaný . bohužel v loňský rok my vyjít jeho přeměna na moderní sportoviště , tak ani letos ten chtít vzdát a zkusit oslovit veřejnost pro podpora jeho změna na moderní zábavní hřiště pro dítě ale i dospělý . kdo z dospělý by se nerad vrátit do dětský léto . návštěva placený dětský zábavní park být sice fajn , ale kolikrát ročně se celý rodina moct dovolit on navštívit . zde se nabízet nový možnost zdarma se vyřádit venku . tak jít prosit společně do ten a změnit tento prostor k lepší . projekt vypadat na první pohled jen lokálně pro Slatiňák , ale vždyť sem moct jezdit kdokoli z celý Brno vč . blízký městský část Černovice a Líšeň nebo Šlapanice . jít společně rozvíjet dětský fantazie a zároveň podpořit jejich pohyb . předem děkovat za váš podpora . ","předpokládaný uživatel být všechen obyvatel Brno , který se chtít v rámec zdravý životní styl pro všechen věkový kategorie dostat do příroda vlastní síla a pro životní prostředí šetrně , tedy na kolo nebo pěšky . ",1
