;ID;Subjekt;Odůvodnění;Závěr
2780;803;Odbor správy majetku;"Město Brno nemá aktuálně žádný vhodný prostor pro tuto činnost. Z hlediska platné legislativy (odpovědnost vlastníka, bezpečnostní předpisy a normy) je realizace projektu veřejně využívaného trenažéru zcela nereálná. 
";neproveditelný
2781;804;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.2 Podpora volnočasových aktivit, rekreace a sportu. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou Sportovní město.
";proveditelný
2782;804;Odbor vodního a lesního hospodářství a zemědělství;"Aktuálně v období duben - červen 2018 již probíhá v lokalitě Lesopark Akátky, k.ú. Židenice výstavba lesního hřiště a naučné stezky. Realizátorem projektu jsou Lesy města Brna, a.s. Discgolfové hřiště lze realizovat. 
";neproveditelný
2783;804;Odbor územního plánování a rozvoje;"Jedná se o lokalitu ve funkční ploše parků, podle územního plánu. Hřiště jsou zde přípustná.
";proveditelný
2784;804;Majetkový odbor;Majetek města ve správě Lesy města Brna, a.s.;proveditelný
2785;804;Odbor investiční;"Projekt není přesně specifikován, tzn. nelze zodpovědně provést posouzení. Při zadání bude limitním kritériem rozsahu díla cena při odečtu nákladů za přípravu a tříletý provoz (stanoví provozovatel). Podhodnocena doba přípravy a realizace  - minimálně na 1 rok (nutný územní souhlas). 
";proveditelný s úpravami
2786;806;Majetkový odbor;"majetek města ve správě BKOM, a.s.
";proveditelný
2787;806;Odbor dopravy;"K provedení je nutné zpracovat projektovou dokumentaci a tu následně projednat především s policií. Nicméně z hlediska koncepce dopravy projektu nic nebrání.
";proveditelný
2788;806;MČ Brno-střed;EMPTY;proveditelný
2789;807;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.3 Podpora rozvoje kulturního vyžití a zachování kulturního dědictví. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou ARCHITEKTONICKÁ TVÁŘ MĚSTA a KULTURNÍ MĚSTO.
";proveditelný
2790;807;Majetkový odbor;pozemky ve správě Veřejné zeleně města Brna, p.o.;proveditelný
2791;807;Odbor implementace evropských fondů;"Udržitelnost projektu financovaného z EU fondů již skončila.
";proveditelný
2792;807;Odbor kultury;EMPTY;proveditelný
2793;807;Odbor investiční;"Nutný územní souhlas, ale doba přípravy a realizace reálná.
";proveditelný
2794;807;Odbor památkové péče;Plocha parku Studánka je součástí kulturní památky Denisovy sady v centru Městské památkové rezervace Brno. Informační panely je možné instalovat pouze na základě závazného stanoviska Odboru památkové péče. Podobu panelů je třeba ve fázi přípravy projektové dokumentace konzultovat s Národním památkovým ústavem;proveditelný s úpravami
2795;807;MČ Brno-střed;EMPTY;proveditelný
2796;814;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.5 Zlepšení kvality veřejných prostranství a vybraných složek životního prostředí. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou ARCHITEKTONICKÁ TVÁŘ MĚSTA.
";proveditelný
2797;814;Majetkový odbor;majetek města ve správě městské části;proveditelný
2798;814;Odbor kultury;Projekt je v souladu se Strategií kultury a kulturních odvětví.;proveditelný
2799;814;MČ Brno - Jehnice;"Městská část s projektem souhlasí, realizaci je třeba zkoordinovat s výsadbou lípy k 100. Výročí republiky.
";proveditelný
2800;815;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.5 Zlepšení kvality veřejných prostranství a vybraných složek životního prostředí. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou PŘÍRODA VE MĚSTĚ.
";proveditelný
2801;815;Majetkový odbor;majetek města;proveditelný
2802;815;Odbor investiční;EMPTY;proveditelný
2803;815;MČ Brno-Řečkovice a Mokrá Hora;EMPTY;proveditelný
2804;823;Majetkový odbor;"pozemek je v majetku města, svěřený městské části a pronajatý, i navazující pozemky města směrem k účelové komunikaci, tato však není v celém rozsahu v majetku města 

";neproveditelný
2805;824;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.2 Podpora volnočasových aktivit, rekreace a sportu. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou SOUDRŽNÉ A RESPEKTUJÍCÍ MĚSTO A ZDRAVÍ LIDÉ VE ZDRAVÉM MĚSTĚ.
";proveditelný
2806;824;Majetkový odbor;"Majetek města svěřený městské části.
";proveditelný
2807;824;Odbor investiční;"Nutný územní souhlas = příprava cca půl roku, realizace 2 až 3 měsíce.
";proveditelný
2808;824;Odbor územního plánování a rozvoje;"Jedná se o návrhovou plochu parků, kde je dětské hřiště přípustné. Současně je v tomto území pořizována změna územního plánu, jejíž výsledek ale nelze v tuto chvíli předjímat. V době posouzení projektu jej tedy hodnotíme jako proveditelný s upozorněním, že podmínky v území se mohou do doby případné realizace změnit.
";proveditelný
2809;824;MČ Brno-střed;EMPTY;proveditelný
2810;825;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2811;828;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA.V nově připravované strategii #brno2050 je projekt v souladu s hodnotou MĚSTO OTEVŘENÉ V OBLASTI DAT.
";proveditelný
2812;828;Odbor zdraví;"Odbor zdraví Magistrátu města Brna ve spolupráci s Oddělením GIS Odboru městské informatiky Magistrátu města Brna v současné chvíli připravuje mapovou aplikaci s pracovním názvem Prorodinné aktivity ve městě Brně, která bude obsahovat poměrně rozsáhlé informace o prorodinných a proseniorských organizacích a službách ve městě a navazuje na naši dlouhodobou činnost v oblasti rodinné politiky. Správu aplikace, naplnění daty a pravidelnou aktualizaci bude garantovat město Brno. Z toho důvodu nedoporučujeme podpořit vznik nové aplikace.
";neproveditelný
2813;830;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.5 Zlepšení kvality veřejných prostranství a vybraných složek životního prostředí. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou PŘÍRODA VE MĚSTĚ.
";proveditelný
2814;830;Majetkový odbor;"majetek města svěřený městské části
";proveditelný
2815;830;Odbor územního plánování a rozvoje;"Dle územního i regulačního plánu jde o plochu parků. Dětská hřiště jsou zde přípustná. Z hlediska limitu využití území - registrovaného VKP, je příslušný k vyjádření OŽP.
";proveditelný
2816;830;Odbor investiční;odhad cen reálný;proveditelný
2817;830;Odbor životního prostředí;"„Zámecký park“ je registrovaným významným krajinným prvkem (VKP) dle § 6 zák. č. 114/1992 Sb., o ochraně přírody a krajiny. V parku se nachází památný strom „Buk lesní červenolistý v zámeckém parku v Medlánkách“ vyhlášený dle § 46 zákona o ochraně přírody a krajiny s ochranným pásmem o poloměru 11,97 m. „Zámecký park“ je uveden pod pořadovým číslem 192 v „Seznamu ploch nejvýznamnější zeleně v městě Brně“, který je přílohou obecně závazné vyhlášky statutárního města Brna č.15/2007 o ochraně zeleně v městě Brně. Dle vymezení pojmů této vyhlášky je umisťování laviček, herních zařízení, košů na odpadky přípustné. K projektu realizace dětského hřiště, který zpracuje autorizovaný architekt pro zahradní a krajinářskou tvorbu, bude nutné vydat závazné stanovisko orgánu ochrany přírody a krajiny (OŽP MMB) k zásahu do registrovaného VKP, případně i k zásahu do ochranného pásma památného stromu.
";proveditelný
2818;830;Odbor implementace evropských fondů;"Bez vazby, území není dotčené projektem.
";proveditelný
2819;830;MČ Brno-Medlánky;EMPTY;proveditelný
2820;832;MČ Brno-Medlánky;EMPTY;proveditelný
2821;835;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.2 Podpora volnočasových aktivit, rekreace a sportu. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou SPORTOVNÍ MĚSTO.
";proveditelný
2822;835;Majetkový odbor;"Majetek města svěřený městské části.
";proveditelný
2823;835;Odbor územního plánování a rozvoje;"Podle územního plánu jde o plochu rekreační zeleně, která tyto aktivity umožňuje. Při konkrétním umístění záměru je však třeba brát ohled na lokální  biocentrum územního systému ekologické stability.
";proveditelný
2824;835;Odbor investiční;"Nutný územní souhlas = příprava cca ½ roku, realizace 2-3 měsíce.
";proveditelný
2825;835;Odbor životního prostředí;"\""Záměr je situován na pozemky p.č. 1924/5 a p.č. 1924/14 k.ú. Bystrc, které jsou z větší části v ochranné pásmu přírodní památky (PP) Pekárna. Ochranné pásmo dle zákona č. 114/1992 Sb., o ochraně přírody a krajiny, v platném znění (dále jen „zákon o ochraně přírody“) činí 50 m od vymezené hranice tohoto zvláště chráněného území. K vydání stanoviska k zásahu do ochranného pásma PP Pekárna je příslušným orgánem ochrany přírody Krajský úřad Jihomoravského kraje Odbor životního prostředí (KÚJmK OŽP). 
Vegetace vytváří v předmětném území hodnotný přírodní segment, uzavírající nepříliš udržovaný areál dirt parku (odpadky, ohniště, splavená hlína) a zároveň i plynulý přechod mezi cennými lesními porosty přírodní památky a urbanizovanou krajinou. 
K umístění a následné realizaci záměru v ochranném pásmu PP Pekárna si musí investor zavčasu obstarat souhlasné závazné stanovisko KÚJmK OŽP orgánu ochrany přírody, a to konkrétně k následujícím zásahům: ke kácení dřevin (všechny stromy s obvodem kmene nad 80 cm ve výšce 1,3 m + ucelené plochy ostatních dřevin s rozlohou nad 40 m2 - § 8 odst. 1 zákona č. 114/1992 Sb.), k umisťování a povolování staveb, které by mohly snížit nebo změnit krajinný ráz (§ 12 odst. 2) a k umisťování, povolování nebo provádění staveb, terénním úpravám a případně též ke změně druhu pozemku, způsobu jeho využití či použití chemických prostředků v ochranném pásmu zvláště chráněného území (§ 37 odst. 2). V ochranném pásmu přírodní památky je nutné situovat dráhu velmi citlivě by nedošlo k znehodnocení krajinného rázu. Dráhu je nutné navrhnout tak, aby zůstaly zachovány viditelné ostrůvky zeleně, které by byly případně parkově upraveny např. uvolnění některých vzácnějších, dominantních dřevin, prořez přehoustlých částí apod. Do týmu pro přípravu projektu je nutné přizvat projektanta pro zahradní a krajinářskou tvorbu.
";proveditelný s úpravami
2826;835;MČ Brno-Bystrc;EMPTY;proveditelný
2827;836;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.5 Zlepšení kvality veřejných prostranství a vybraných složek životního prostředí. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou ČISTÉ MĚSTO.
";proveditelný
2828;836;MČ Brno-sever;EMPTY;proveditelný
2829;840;Majetkový odbor;"majetek města ve správě městské části
";proveditelný
2830;840;Odbor investiční;Náklady jsou hluboce podhodnoceny (konzultace na Ředitelství silnic a dálnic).;neproveditelný
2831;843;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2832;845;Odbor památkové péče;"Realizací lanovky by se výrazně poškodily hodnoty národní kulturní památky a současně by se zmařily nemalé prostředky vynaložené na nedávnou obnovu významného parku. 
";neproveditelný
2833;846;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.2 Podpora volnočasových aktivit, rekreace a sportu. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou SPORTOVNÍ MĚSTO.
";proveditelný
2834;846;Majetkový odbor;"majetek města svěřený městské části k pronájmu, jedná se o obdělávanou ornou půdu, agrotechnický termín na výpověď z nájemní smlouvy je 31.10. 
";proveditelný
2835;846;Odbor investiční;"Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit. Servisní náklady musí posoudit provozovatel hřiště.
";proveditelný
2836;846;Odbor územního plánování a rozvoje;"Jedná se o plochu městské zeleně rekreační, která hřiště a rekreační areály připouští.
";proveditelný
2837;846;Odbor vodního a lesního hospodářství a zemědělství;"Dotčený pozemek p.č. 3830 – orná půda k.ú. Tuřany je v souladu s Územním plánem města Brna. Před územním rozhodnutím je nutné požádat o souhlas k odnětí. Povinnost skrývky ornice a platba odvodů – jejich výše je 60,54 Kč/m2 a 23,73 Kč/m2 (dle umístění stavby na pozemku – dvě BPEJ).
";proveditelný
2838;846;MČ Brno-Tuřany;EMPTY;proveditelný
2839;847;Odbor dopravy;Projekt by vyžadoval velké investice do infrastruktury, na dvou kolejích nelze souběžný provoz běžných a expresních linek provozovat. Uvažovat o expresních tramvajových spojích lze na území Brna uvažovat u trati do Bystrce (jízdní čas z centra 30 minut). Další tratě buď nejsou segregované (většina) či jsou příliš krátké (trať ze Starého Lískovce).  Návrh projektu nicméně bereme jako podnět a Dopravní podnik města Brna, a.s. prověří aplikovatelné řešení na území Brna ve spolupráci s některou vysokou školou na území města. ;neproveditelný
2840;848;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.2 Podpora volnočasových aktivit, rekreace a sportu. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou SOUDRŽNÉ A RESPEKTUJÍCÍ.
";proveditelný
2841;848;Majetkový odbor;"majetek města, který je pronajatý, správcem objektu je Odbor správy majetku Magistrátu města Brna
";neproveditelný
2842;848;Odbor správy majetku;"Uvedený objekt je ze strany města Brna pronajatý Sdružení Práh a to na dobu do 31. 12. 2029. Z tohoto důvodu je projekt nerealizovatelný.
";neproveditelný
2843;849;Odbor strategického rozvoje a spolupráce;"\""Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.5 Zlepšení kvality veřejných prostranství a vybraných složek životního prostředí. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou KOMPAKTNÍ A VYVÁŽENÉ MĚSTO.\""";proveditelný
2844;849;Majetkový odbor;"majetek města, ve správě městské části
";proveditelný
2845;849;Odbor investiční;odhad ceny reálný;proveditelný
2846;849;Odbor dopravy;"Chodník je součástí investičního záměru města, který je dle Odboru investičního v plánu na rok 2019.
";neproveditelný
2847;850;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.5 Zlepšení kvality veřejných prostranství a vybraných složek životního prostředí. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou PŘÍRODA VE MĚSTĚ.
";proveditelný
2848;850;Majetkový odbor;"majetek města ve správě Odboru správy majetku, užívaný zčásti jako orná půda, Majetkový odbor řeší právní vztah, agrotechnický termín 31.10.
";proveditelný
2849;850;Odbor územního plánování a rozvoje;"
";proveditelný
2850;850;Odbor vodního a lesního hospodářství a zemědělství;"Jedná se o pozemek p.č. 4057 v k.ú. Žebětín o výměře 13.532 m2, vedený v katastru nemovitostí jako ostatní plocha, zeleň. Nejedná se tedy o součást zemědělského půdního fondu (ZPF). Zákon č. 334/1992 Sb., o ochraně ZPF, ve znění pozdějších předpisů se na nakládání s pozemkem nevztahuje. Pokud bude záměr realizován, doporučujeme ponechat pozemek v katastru nemovitostí ve stávajícím druhu.
";proveditelný
2851;850;MČ Brno - Žebětín;"Městská část nesouhlasí s případnou realizací projektu, zejména z těchto důvodů: nevhodné půdní podmínky, nedořešený přístup k pozemku a existence ochranného pásma vysokého napětí.
";neproveditelný
2852;854;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.2 Podpora volnočasových aktivit, rekreace a sportu. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou Soudržné a respektující a Vzdělané univerzitní město.
";proveditelný
2853;854;Odbor investiční;Podceněny investiční náklady. Projekt nelze realizovat do 3 mil. Kč včetně údržby po 3 roky.;neproveditelný
2854;855;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.5 Zlepšení kvality veřejných prostranství a vybraných složek životního prostředí. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou PŘÍRODA VE MĚSTĚ.
";proveditelný
2855;855;Majetkový odbor;"majetek města ve správě městské části, šířka obou pozemků je min. 8 m, vzhledem k tomu, že cesta není v hranicích majetku města, je nutné vytyčení pozemků v celé délce
";proveditelný
2856;855;Odbor vodního a lesního hospodářství a zemědělství;"Pokud bude návrh součástí územního systému ekologické stability krajiny podle zákona č. 114/1992 Sb., o ochraně přírody a krajiny, poté se na dotčené zemědělské pozemky nevztahují ustanovení zákona č. 334/1992 Sb., o ochraně Zemědělského půdního fondu, ve znění pozdějších předpisů. 
";proveditelný
2857;855;MČ Brno-Maloměřice a Obřany;EMPTY;proveditelný
2858;856;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2859;857;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2860;858;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2861;866;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.5 Zlepšení kvality veřejných prostranství a vybraných složek životního prostředí. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou PŘÍRODA VE MĚSTĚ, SOUDRŽNÉ A RESPEKTUJÍCÍ MĚSTO A SOBĚSTAČNÉ A CIRKULÁRNÍ MĚSTO.
";proveditelný
2862;866;Majetkový odbor;"Majetek města - veřejná zeleň ve správě městské části.
";proveditelný
2863;866;Odbor územního plánování a rozvoje;"Jedná se o plochu parků, které slouží pro každodenní rekreaci obyvatel. Nutné je zachování veřejné přístupnosti a aby vegetační úpravy odpovídaly charakteru této plochy.
";proveditelný
2864;866;Odbor investiční;Nutný územní souhlas.;proveditelný
2865;866;MČ Brno-Komín;EMPTY;proveditelný
2866;867;Odbor územního plánování a rozvoje;"Projekt nesplňuje zásady PaRo, konkrétně: doba přípravy projektu nesmí přesáhnout 24 měsíců. Projekt nelze realizovat samostatnou obecně závaznou vyhláškou obce, jelikož ta by nebyla v rámci řízení dle stavebního zákona vymahatelná. Realizovat projekt pomocí změny Územního plánu města Brna není rovněž příliš vhodné, protože taková regulace staveb a zařízení (reklam) může být chápána jako vybočení ze zákonného rámce podrobnosti územního plánu a doba pořízení takovéto změny by byla v řádu několika let.
";neproveditelný
2867;870;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2868;871;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.5 Zlepšení kvality veřejných prostranství a vybraných složek životního prostředí. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou KOMPAKTNÍ A VYVÁŽENÉ MĚSTO.
";proveditelný
2869;871;Majetkový odbor;"majetek města svěřený městské části
";proveditelný
2870;871;Odbor investiční;EMPTY;proveditelný
2871;871;MČ Brno-Komín;EMPTY;proveditelný
2872;877;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.5 Zlepšení kvality veřejných prostranství a vybraných složek životního prostředí. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou  PŘÍRODA VE MĚSTĚ a ARCHITEKTONICKÁ TVÁŘ MĚSTA.
";proveditelný
2873;877;Majetkový odbor;"majetek města ve správě městské části
";proveditelný
2874;877;Odbor územního plánování a rozvoje;"Jedná se o přípustnou revitalizaci - parkovou úpravu veřejného prostranství v rámci plochy ostatní městské zeleně.
";proveditelný
2875;877;Odbor investiční;"
";proveditelný
2876;877;MČ Brno-střed;EMPTY;proveditelný
2877;881;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.5 Zlepšení kvality veřejných prostranství a vybraných složek životního prostředí. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou ARCHITEKTONICKÁ TVÁŘ MĚSTA a  PŘÍRODA VE MĚSTĚ.
";proveditelný
2878;881;Majetkový odbor;"majetek města svěřený městské části k pronájmu
";proveditelný
2879;881;Odbor investiční;EMPTY;proveditelný
2880;881;Odbor územního plánování a rozvoje;"Územní plán navrhuje tuto plochu jako smíšenou - jádrovou. Zde lze využít pro zeleň vnitrobloky. Mimo to jsou \""objekty zeleně\"" přípustné ve všech funkčních plochách. Pozemek je prolukou určenou k zástavbě, proto nesmí případná realizace projektu narušit budoucí naplnění cílové funkce dle územního plánu, která je primárně určena pro jiný účel.

";proveditelný s úpravami
2881;881;MČ Brno-Líšeň;EMPTY;proveditelný
2882;882;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2883;883;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.2 Podpora volnočasových aktivit, rekreace a sportu. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou SPORTOVNÍ MĚSTO.
";proveditelný
2884;883;Majetkový odbor;"majetek města svěřený městské části k pronájmu
";proveditelný
2885;883;Odbor investiční;"Odhad ceny reálný.
";proveditelný
2886;883;Odbor implementace evropských fondů;"Nezasahuje do realizovaného projektu hřiště.
";proveditelný
2887;883;MČ Brno-Židenice;EMPTY;proveditelný
2888;884;Odbor dopravy;"V současné době je vypracován Generel cyklistické dopravy, dostupný na adrese https://tinyurl.com/cyklogenerel.  Zpracovaný dokument by ho pouze duplikoval. 
";neproveditelný
2889;889;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2890;890;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.5 Zlepšení kvality veřejných prostranství a vybraných složek životního prostředí. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou  ARCHITEKTONICKÁ TVÁŘ MĚSTA A ENERGETICKY ŠETRNÉ, NEZÁVISLÉ A ODOLNÉ MĚSTO.
";proveditelný
2891;890;Majetkový odbor;"majetek města ve správě městské části
";proveditelný
2892;890;Odbor památkové péče;EMPTY;proveditelný
2893;890;Odbor investiční;"Bez hydrogeologického průzkumu a podrobnější projektové dokumentace nelze nacenit, ale hrubým odhadem ceny do 3 mil. Kč vč. DPH a tříleté udržitelnosti nereálné.
";neproveditelný
2894;891;Odbor památkové péče;"Nátěr střechy bílou barvou by narušil autenticitu střešní krajiny v Městské památkové rezervaci Brno.
";neproveditelný
2895;892;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.5 Zlepšení kvality veřejných prostranství a vybraných složek životního prostředí. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou ARCHITEKTONICKÁ TVÁŘ MĚSTA.
";proveditelný
2896;892;Majetkový odbor;"pozemky v majetku města, ve správě BKOM, a.s. a DPMB, a.s.
";proveditelný
2897;892;Odbor kultury;Projekt je v souladu se Strategií kultury a kreativních odvětví města Brna. Preferujeme umístění číslo jedna. Zeď bude mít adekvátnější umístění vzhledem toku lidí, místu (pohled z náměstíčka, přímý pohled pro přístup k zastávce) a také hlavně z bezpečnostních důvodů při realizaci malby. Rozpočet je adekvátní.;proveditelný
2898;892;Odbor dopravy;Pro umístění 1 je třeba se řídit normou ČSN 73 6110 „Projektování místních komunikací“.  Při dovolené rychlosti 50 km/h nutné ponechat na čekací ploše přechodu v levé straně komunikace ve směru jízdy volné rozhledové pole v minimální délce 15 m. Pro umístění 2 je třeba se řídit normou ČSN 73 6380 „Železniční přechody a přejezdy“. Rozhledová délka pro chodce je pro traťovou rychlost 10 km/h (a při kolmém křížení) 16 m. Projekt hodnotíme tedy jako neproveditelný z důvodů zásahu do rozhledového pole na komunikaci Kníničská (umístění 1), a tramvajové trati (umístění 2).;neproveditelný
2899;892;Odbor investiční;EMPTY;proveditelný
2900;892;MČ Brno-Komín;Městská část nesouhlasí s případnou realizací projektu.;neproveditelný
2901;893;Majetkový odbor;Projekt není navrhován na majetku města.;neproveditelný
2902;895;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.5 Zlepšení kvality veřejných prostranství a vybraných složek životního prostředí. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou  PŘÍRODA VE MĚSTĚ.
";proveditelný
2903;895;Majetkový odbor;"majetek města ve správě městské části
";proveditelný
2904;895;Odbor územního plánování a rozvoje;"Lokalita 5 je v ploše krajinné zeleně s vymezeným regionálním biokoridorem. Parková úprava je možná, pokud bude provedena krajinářským a přírodě blízkým způsobem.

";proveditelný s úpravami
2905;895;Odbor vodního a lesního hospodářství a zemědělství;"Projekt není v kolizi s projektem protipovodňových opatření.
";proveditelný
2906;895;Odbor investiční;Odhad stavebních nákladů reálný.;proveditelný
2907;895;MČ Brno-Židenice;EMPTY;proveditelný
2908;896;Majetkový odbor;"oplocený areál, pronajatý, stavby nejsou v majetku města 
";neproveditelný
2909;898;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2910;900;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.5 Zlepšení kvality veřejných prostranství a vybraných složek životního prostředí. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou  PŘÍRODA VE MĚSTĚ.
";proveditelný
2911;900;Majetkový odbor;"majetek města ve správě městské části
";proveditelný
2912;900;Odbor investiční;"Odhad investičních nákladů reálný. 
";proveditelný
2913;900;Odbor územního plánování a rozvoje;"Jedná se o plochu navrženou pro ostatní městskou zeleň, která parkově upravená veřejná prostranství zahrnuje.
";proveditelný
2914;900;MČ Brno-Židenice;EMPTY;proveditelný
2915;901;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.2 Podpora volnočasových aktivit, rekreace a sportu. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou SPORTOVNÍ MĚSTO.
";proveditelný
2916;901;Majetkový odbor;"majetek města ve správě městské části
";proveditelný
2917;901;Odbor investiční;"Odhad ceny reálný
";proveditelný
2918;901;Odbor územního plánování a rozvoje;"Jedná se o plochu ostatní městské zeleně, která zahrnuje parkově upravená veřejná prostranství. Jedná se o rozšíření stávajícího hřiště.
";proveditelný
2919;901;MČ Brno-Černovice;EMPTY;proveditelný
2920;903;Odbor strategického rozvoje a spolupráce;"Ve Strategii pro Brno (2007) je projekt v souladu s prioritou KVALITA ŽIVOTA, s opatřením 3.1.3 Podpora rozvoje kulturního vyžití a zachování kulturního dědictví. V nově připravované strategii #brno2050 je projekt v souladu s hodnotou KULTURNÍ MĚSTO a VZDĚLANÉ UNIVERZITNÍ MĚSTO.
";proveditelný
2921;903;Odbor památkové péče;EMPTY;proveditelný
2922;903;Odbor kultury;"Projekt je v souladu se Strategií kultury a kreativních odvětví, nacenění je adekvátní v případě, že k instalaci nebude potřeba použít stavební plošiny.
";proveditelný
2923;903;Kancelář marketingu a cestovního ruchu;"Projekt je proveditelný, přispívá ke zvýšení povědomí obyvatel i turistů o významných osobnostech, podle kterých jsou pojmenovány ulice ve středu města. Projekt svojí lokací v centru města přispívá k naplňování Priority 3 „Podmínky rozvoje“ a Opatření 3.5 „Živé centrum města“ strategického dokumentu Program rozvoje cestovního ruchu města Brna 2016 – 2020. V případě realizace stejného nebo podobného projektu v jiné městské části je nutná návaznost projektu.
";proveditelný
2924;903;MČ Brno-střed;EMPTY;proveditelný
